Metric,Value
RMSE_Pure,16188.500729509307
MAPE_Pure,85.2929909738943
Max_Abs_Error_Pure,18742.72293153096
Bias_Pure,15654.75823812704
RMSE_Monthly,4735.105953691483
MAPE_Monthly,22.089926078721152
Lambda_Train,0.018715077259615267
Lambda_Std_Train,0.005382434660376651
