Parameter,Value,Value_Percent
lambda_daily,0.018552211231427074,1.8552211231427074
lambda_monthly,0.4298146871776558,42.98146871776558
lambda_annual,0.998924703282747,99.8924703282747
lambda_continuous,0.01872646202585922,1.872646202585922
lambda_reg_fitted_mean,0.018552211231433042,1.8552211231433042
