path,balance_y1,rate_y1,rate_shift,core_ratio,eve_path,nii_path,dEVE_path,dNII_path,worst_dEVE,worst_dNII
361,16513.989204081317,0.03405674387889337,-0.0034432561211066304,0.904615384782183,16430.797422167456,568.0146438870172,-2122.5089336424753,-137.45184454509968,-2169.501557202422,-467.73162862672604
362,21868.57613470658,0.038405713196578956,0.0009057131965789569,0.794508445983445,21759.540749938755,846.3936731393921,3206.2343941288236,140.92718470727527,3151.7402827255573,-296.4443379868565
363,20662.280857295635,0.03982459845875964,0.0023245984587596386,0.937644636210376,20536.73651955475,830.1320993817776,1983.4301637448189,124.66561094966073,1922.9690962357927,-288.58000619625193
364,23140.63457493472,0.03440310522878552,-0.003096894771214477,0.8570499136144737,23028.982873758676,803.5467947254355,4475.676517948745,98.08030629331859,4413.252971101898,-364.73238520537575
365,17103.94902516275,0.028779801963142254,-0.008720198036857744,0.9006350266510347,17031.151396366135,498.02480802758174,-1522.1549594437965,-207.44168040453513,-1570.9428652568859,-549.52066090779
366,16970.449904983227,0.036085533967030625,-0.0014144660329693734,0.7935893881235861,16890.90216421748,617.4379855684824,-1662.40419159245,-88.02850286363446,-1704.7689734863488,-427.43750096329893
367,19231.986500752788,0.03556433351289397,-0.0019356664871060317,0.8053376066167247,19141.816986546,689.7807586033956,588.5106307360693,-15.685729828721264,539.77218027048,-400.3254598437771
368,23129.694844140773,0.03834384263241193,0.0008438426324119327,0.9238324668325182,22996.19822363747,894.8942078737034,4442.89186782754,189.42771944158653,4376.065048981516,-273.16617744122885
369,17318.006724309704,0.034143758811005974,-0.0033562411889940247,0.7603335326890399,17244.24272261753,596.2395455841148,-1309.0636331923997,-109.22694284800207,-1350.624537300795,-455.58707733419624
370,18462.10479639366,0.045917047862562704,0.008417047862562706,0.9244208520200842,18335.111371441508,854.1252567693795,-218.19498436842332,148.6587683372626,-271.0626595867907,-220.58332759061074
371,19545.913418218348,0.04309994144007072,0.00559994144007072,0.9340109112150564,19418.17435079571,849.2736252993648,864.8679949857797,143.8071368672479,808.1260676764941,-247.11113149711906
372,15585.85091634247,0.04741477376233206,0.00991477376233206,0.8797742978017152,15480.506383144255,744.1415056597366,-3072.7999726656763,38.67501722761972,-3115.2350169146757,-273.04200109922976
373,21335.71922458228,0.0424865394265082,0.004986539426508202,0.8759624236326614,21206.60280412705,913.4892213863013,2653.29644831712,208.02273295418445,2595.094209353516,-218.69165153746115
374,22538.498777804667,0.041832899074573875,0.004332899074573876,0.7912343785872527,22416.890536326206,949.5380763649421,3863.5841805162745,244.0715879328252,3807.8885723080966,-206.69838762326822
375,12132.820868146455,0.03648886354481664,-0.001011136455183359,0.8063193506771882,12074.427627898383,446.3813710511566,-6478.878727911548,-259.0851173809603,-6509.626874583249,-501.7415347438894
376,22975.204622256595,0.036529262352238794,-0.0009707376477612051,0.8653118674670057,22856.576167258598,846.7223996543976,4303.269811448667,141.2559112222807,4240.87509602974,-318.2481812228513
377,16617.754206042762,0.036258174262526185,-0.0012418257374738131,0.8788975633861624,16531.259003181283,608.0063090761073,-2022.0473526286478,-97.46017935600958,-2067.8875047090696,-429.8152634768649
378,24237.341432669793,0.0364287177264066,-0.0010712822735933977,0.8377075025352687,24116.43708558018,890.5490458606854,5563.130729770248,185.08255742856852,5499.359581483903,-299.6642712248275
379,17357.935448791788,0.021309232133309458,-0.01619076786669054,0.8322327575916794,17306.98499769242,375.3013602818093,-1246.3213581175114,-330.16512815030757,-1292.5834486088825,-676.9940338393912
380,16143.096392836756,0.03849655242200781,0.0009965524220078084,0.8199665976099355,16059.891413001855,626.4172589032723,-2493.4149428080764,-79.04922952884453,-2534.8989617637562,-401.9111573855798
381,19848.06603197615,0.04423180999719744,0.006731809997197441,0.8695085521823783,19724.075787525053,884.387532010166,1170.7694317151218,178.92104357804908,1117.1345821682771,-218.0402770614739
382,15095.237956119156,0.04858798430381005,0.011087984303810049,0.8987610369711487,14988.557722046831,738.5347142635346,-3564.7486337631,33.06822583141775,-3606.6563865061125,-268.8365332909652
383,20641.010699027953,0.040137394788026616,0.0026373947880266174,0.8396758025810256,20527.610437623247,834.9756764541604,1974.3040818133159,129.50918802204353,1920.124800435573,-283.31102595851553
