Date,Balance,days_since_start,fitted_decay,kalman_core,quantile_10,volatility_core_95,hp_trend
2018-05-06,13219.36887974504,491,12581.680975239924,13341.173456188282,11541.134926008675,12699.167921245376,13328.855812308211
2018-05-07,13207.83359784846,492,12587.129464614003,13328.489512567881,11544.474209357984,12705.1091954331,13331.443056204585
2018-05-08,13190.360854738434,493,12592.575681893066,13315.350034769688,11547.813492707295,12710.693489069681,13333.912748749488
2018-05-09,13125.14811902808,494,12598.019628024607,13297.257092375747,11551.152776056606,12709.427065691727,13336.263919066761
2018-05-10,13334.359544681884,495,12603.461303955732,13300.786460256357,11554.492059405917,12709.482467008793,13338.494488626748
2018-05-11,13244.40690424526,496,12608.90071063314,13295.423359389957,11557.831342755228,12710.26630712653,13340.600749919848
2018-05-12,13148.546636099218,497,12614.337849003143,13281.451722547348,11561.170626104538,12712.224821978914,13342.578963531027
2018-05-13,13062.441969839469,498,12619.772720011655,13260.618436909794,11564.50990945385,12711.492661579263,13344.424647808786
2018-05-14,13144.99352034597,499,12625.2053246042,13249.619625743582,11567.84919280316,12711.281838158966,13346.131823938607
2018-05-15,13144.888177335695,500,12630.6356637259,13239.657054885714,11571.18847615247,12710.965489176919,13347.692337313703
2018-05-16,13154.2579327757,501,12636.063738321493,13231.533470058479,11574.52775950178,12709.969909326288,13349.09648133421
2018-05-17,13160.312069353193,502,12641.489549335312,13224.758539873616,11577.86704285109,12709.245454519321,13350.332984553344
2018-05-18,13289.37156799326,503,12646.913097711305,13230.904849131904,11581.206326200401,12709.870476079055,13351.389072140464
2018-05-19,13201.01515487527,504,12652.334384393023,13228.06159429796,11584.545609549712,12710.834768513043,13352.25050305415
2018-05-20,13107.431477495636,505,12657.753410323625,13216.586663849605,11587.884892899023,12711.183904124991,13352.902557722871
2018-05-21,13104.20211667374,506,12663.170176445872,13205.896092568586,11591.224176248334,12712.491996551516,13353.329349635678
2018-05-22,13170.850429332357,507,12668.584683702136,13202.562376587764,11594.563459597644,12715.776678052955,13353.513098214644
2018-05-23,13196.17834688226,508,12673.996933034396,13201.955096260159,11597.902742946953,12719.572790929004,13353.434100603814
2018-05-24,13630.941323818646,509,12679.406925384237,13242.76237768394,11601.242026296264,12719.048644251654,13353.07124451306
2018-05-25,13884.231882430617,510,12684.814661692852,13303.782114270707,11604.581309645575,12714.323531912742,13352.402204259095
2018-05-26,13776.401232635655,511,12690.220142901042,13348.739971027886,11607.920592994886,12716.057053853596,13351.40679821789
2018-05-27,13677.081399829513,512,12695.623369949213,13379.973423822981,11611.259876344197,12716.562753667518,13350.06894838947
2018-05-28,13817.63392291924,513,12701.024343777382,13421.60584464996,11614.599159693507,12712.226498470875,13348.375856051905
2018-05-29,13694.389408801702,514,12706.423065325173,13447.554359905274,11617.938443042818,12709.456827234586,13346.317245727494
2018-05-30,13763.5916752439,515,12711.819535531817,13477.61738486726,11621.277726392127,12705.606217967616,13343.886462756942
2018-05-31,13843.45589535456,516,12717.213755336155,13512.417744631903,11624.617009741438,12700.464646090326,13341.07953822295
2018-06-01,13653.830097564678,517,12722.605725676636,13525.869583670581,11627.956293090749,12700.934548601806,13337.89574167437
2018-06-02,13512.654270617271,518,12727.995447491314,13524.612478047542,11631.29557644006,12705.356048741967,13334.338219020841
2018-06-03,13386.986029766982,519,12733.38292171786,13511.5207728935,11634.63485978937,12709.191978435145,13330.412553937085
2018-06-04,13409.357252894624,520,12738.768149293546,13501.80247602517,11637.974143138681,12713.42476305881,13326.12570599329
2018-06-05,13443.152013376894,521,12744.151131155259,13496.223355342101,11641.313426487992,12718.046461423406,13321.485071283383
2018-06-06,13508.154118753358,522,12749.53186823949,13497.35826828067,11644.6527098373,12723.338839460828,13316.49868812001
2018-06-07,13563.970375126815,523,12754.910361482343,13503.694739746834,11647.991993186612,12728.57058627807,13311.175533603951
2018-06-08,13560.623708992967,524,12760.286611819529,13509.110103504347,11651.331276535922,12737.005206591191,13305.526063658763
2018-06-09,13431.0682042972,525,12765.660620186374,13501.686373931681,11654.670559885233,12749.390364095629,13299.56268478548
2018-06-10,13312.889560375012,526,12771.03238751781,13483.727091773446,11658.009843234544,12763.013232935615,13293.299771831162
2018-06-11,13362.06357461541,527,12776.401914748378,13472.153859196887,11661.349126583855,12778.871458317135,13286.75271434596
2018-06-12,13372.221565328928,528,12781.76920281223,13462.647807540165,11664.688409933166,12796.599960969546,13279.937053035792
2018-06-13,13441.845929757274,529,12787.13425264313,13460.669030539186,11668.027693282476,12812.47042122784,13272.868909708888
2018-06-14,13419.85224389029,530,12792.497065174453,13456.786336894042,11671.366976631787,12830.205099915403,13265.56511824533
2018-06-15,13360.791427739796,531,12797.857641339186,13447.654828650986,11674.706259981096,12853.164276170653,13258.043816360227
2018-06-16,13295.758566271476,532,12803.215982069918,13433.20570854422,11678.045543330407,12881.338311288842,13250.32433225577
2018-06-17,13226.79747618927,533,12808.572088298863,13413.571141546972,11681.384826679718,12905.217330267647,13242.426786939795
2018-06-18,13203.76509177484,534,12813.925960957831,13393.61335743304,11684.724110029028,12922.168519848727,13234.37165199293
2018-06-19,13158.23873379859,535,12819.27760097826,13371.223364725505,11688.06339337834,12938.705057116913,13226.17927839927
2018-06-20,13104.277923230906,536,12824.627009291185,13345.830200432416,11691.40267672765,12936.884239137295,13217.86978098119
2018-06-21,13056.0668464325,537,12829.97418682726,13318.266483992684,11694.74196007696,12930.042322941928,13209.462750328465
2018-06-22,13079.80968260378,538,12835.319134516752,13295.583299366752,11698.08124342627,12924.177879034314,13200.97690055049
2018-06-23,12984.15805734784,539,12840.661853289535,13265.958997519434,11701.42052677558,12915.992419176802,13192.429762146294
2018-06-24,12892.478767460334,540,12846.0023440751,13230.431719776789,11704.759810124891,12903.625320662459,13183.837930682661
2018-06-25,13043.98755450258,541,12851.340607802545,13212.696233102852,11708.099093474202,12896.95131180677,13175.216394691615
2018-06-26,13064.405012516629,542,12856.676645400588,13198.59004231538,11711.438376823513,12891.461278508808,13166.577894563487
2018-06-27,13112.800561345632,543,12862.010457797553,13190.42932463207,11714.777660172824,12888.05178565954,13157.934158120397
2018-06-28,13218.065389865124,544,12867.34204592138,13193.058203180992,11718.116943522135,12888.787603584096,13149.296124813465
2018-06-29,13323.54054576646,545,12872.671410699622,13205.470325838223,11721.456226871444,12889.510515696082,13140.674385840743
2018-06-30,13299.764005927742,546,12877.998553059444,13214.440004799239,11724.795510220754,12888.794568086492,13132.080063027335
2018-07-01,13068.357154169096,547,12883.323473927627,13200.543885031526,11728.134793570065,12883.64759190502,13123.52568920267
2018-07-02,13067.767294246309,548,12888.64617423056,13187.913522193307,11731.474076919376,12878.678131159708,13115.025091053747
2018-07-03,13057.068266027169,549,12893.966654894251,13175.46687741003,11734.813360268687,12873.486025923306,13106.591669584419
2018-07-04,13052.31462979904,550,12899.284916844323,13163.752029465297,11738.152643617997,12868.240561261133,13098.238461155039
2018-07-05,13067.659902999989,551,12904.600961006005,13154.611273433113,11741.491926967308,12863.511056280502,13089.978120000933
2018-07-06,13090.195092406995,552,12909.914788304148,13148.483689239236,11744.831210316617,12860.140779092171,13081.822946006874
2018-07-07,12982.64186042536,553,12915.226399663214,13132.707998213538,11748.170493665928,12855.220617371137,13073.785066849176
2018-07-08,12879.862651035162,554,12920.53579600728,13108.656104292084,11751.509777015239,12846.586059606852,13065.87667480405
2018-07-09,12867.4627964205,555,12925.842978260038,13085.71260970051,11754.84906036455,12838.025926587907,13058.109258882236
2018-07-10,12832.449063350605,556,12931.147947344794,13061.620934615496,11758.18834371386,12828.509940798995,13050.492872801064
2018-07-11,12803.57771210513,557,12936.450704184474,13037.074593208663,11761.527627063171,12818.319224300303,13043.036099240355
2018-07-12,12760.695846998544,558,12941.751249701605,13010.784086540567,11764.866910412482,12807.09749245187,13035.745838443114
2018-07-13,12879.80574859068,559,12947.04958481835,12998.324782362995,11768.206193761793,12803.25113351109,13028.627142979609
2018-07-14,12784.524267330627,560,12952.345710456466,12977.98702505286,11771.545477111104,12798.278084408303,13021.682943120793
2018-07-15,12695.700989495985,561,12957.639627537344,12951.134587946584,11774.884760460413,12788.883768936472,13014.915020824392
2018-07-16,12697.760129084594,562,12962.931336981981,12927.032362317512,11778.224043809723,12780.148208748018,13008.323328120076
2018-07-17,12680.19531663336,563,12968.220839710986,12903.552007606884,11781.563327159034,12767.094338965808,13001.905353966278
2018-07-18,13009.832065937857,564,12973.508136644597,12913.661889862851,11784.902610508345,12766.452924713678,12995.65619100046
2018-07-19,12991.2727779233,565,12978.79322870266,12921.044619533817,11788.241893857656,12764.996337142828,12989.568449529537
2018-07-20,12990.36204345861,566,12984.076116804634,12927.638434075998,11791.581177206966,12766.29216105997,12983.63484924218
2018-07-21,12887.379487703834,567,12989.3568018696,12923.80880494365,11794.920460556277,12766.570518057977,12977.848122977744
2018-07-22,12816.175443918326,568,12994.635284816259,12913.570189874477,11798.259743905586,12762.968075969724,12972.201055482949
2018-07-23,12819.457074921464,569,12999.911566562922,12904.617687157983,11801.599027254897,12757.9949976521,12966.685733444046
2018-07-24,12831.170318674544,570,13005.185648027518,12897.63101196191,11804.938310604208,12747.558407196459,12961.293039645981
2018-07-25,12997.975748019931,571,13010.457530127598,12907.176297149781,11808.277593953519,12743.327047271689,12956.01272085009
2018-07-26,13084.285204519769,572,13015.727213780325,12924.023768143987,11811.61687730283,12744.226627571927,12950.833519784375
2018-07-27,13185.112938420429,573,13020.994699902483,12948.859855094399,11814.95616065214,12745.337350669859,12945.744502965623
2018-07-28,13113.89704477517,574,13026.259989410471,12964.559004885343,11818.295444001451,12743.895290154762,12940.735766630409
2018-07-29,13002.357732437931,575,13031.52308322031,12968.154605894442,11821.63472735076,12743.01035769904,12935.799253993988
2018-07-30,13080.549152037289,576,13036.783982247634,12978.846128326415,11824.97401070007,12740.633260393864,12930.928244392579
2018-07-31,13153.810819523193,577,13042.042687407698,12995.489630924452,11828.313294049382,12739.490249246055,12926.116530730902
2018-08-01,13062.550439293473,578,13047.299199615376,13001.868785087969,11831.652577398692,12736.706765445997,12921.359060395996
2018-08-02,13027.364700524226,579,13052.553519785159,13004.29408205446,11834.991860748003,12733.324649295855,12916.652537675274
2018-08-03,13012.958625922623,580,13057.805648831154,13005.118296113847,11838.331144097314,12729.535843440242,12911.994756295795
2018-08-04,12908.160931291755,581,13063.055587667093,12995.895234350486,11841.670427446625,12723.62439074789,12907.384364245137
2018-08-05,12809.574047890035,582,13068.303337206324,12978.171446026612,11845.009710795934,12714.722571867062,12902.82078855308
2018-08-06,12859.14013022506,583,13073.54889836181,12966.848601398706,11848.348994145244,12707.791537889794,12898.303462241427
2018-08-07,12853.35418237678,584,13078.792272046141,12956.05245364493,11851.688277494555,12701.547596994642,12893.831098835528
2018-08-08,12818.4028745262,585,13084.033459171522,12942.958548171713,11855.027560843866,12692.821553699398,12889.402109674522
2018-08-09,12786.205649999049,586,13089.272460649778,12928.047440964074,11858.366844193177,12683.438412836724,12885.014593775666
2018-08-10,12904.05923367798,587,13094.50927739235,12925.765564617725,11861.706127542488,12678.681753211617,12880.666102322604
2018-08-11,12806.564791495564,588,13099.74391031031,12914.426600375416,11865.045410891798,12672.25702036372,12876.353424084298
2018-08-12,12708.42964016879,589,13104.976360314336,12894.831155609188,11868.38469424111,12661.247972318522,12872.073528332265
2018-08-13,12702.85506332258,590,13110.20662831474,12876.569444809838,11871.72397759042,12650.235727671441,12867.822845845478
2018-08-14,13026.306958564332,591,13115.43471522144,12890.813214122092,11875.063260939729,12648.409357338933,12863.596544718595
2018-08-15,13055.205310774536,592,13120.660621943987,12906.450999489052,11878.40254428904,12647.031910911543,12859.38852014671
2018-08-16,13068.173599306068,593,13125.884349391548,12921.834849177836,11881.74182763835,12645.134600728335,12855.193922806498
2018-08-17,13055.727077965352,594,13131.10589847291,12934.571336993973,11885.081110987661,12643.451421534966,12851.009414306667
2018-08-18,12952.754683600966,595,13136.325270096477,12936.301026421163,11888.420394336972,12640.730881873165,12846.833299617629
2018-08-19,12857.505372191175,596,13141.542465170285,12928.805595960763,11891.759677686283,12635.678918368349,12842.665463321398
2018-08-20,12574.106559253496,597,13146.757484601985,12895.06487777026,11895.098961035594,12619.7357207739,12838.506607294625
2018-08-21,12908.570371385737,598,13151.970329298845,12896.349586796634,11898.438244384903,12615.318386659252,12834.357547919419
2018-08-22,12850.077559925525,599,13157.181000167762,12891.94796385101,11901.777527734213,12612.532586325806,12830.217061454061
2018-08-23,12864.401536422394,600,13162.389498115253,12889.327612091241,11905.116811083524,12618.207391358528,12826.084496786643
2018-08-24,13010.469007286072,601,13167.595824047456,12900.85117785679,11908.456094432835,12624.325660043822,12821.959356049843
2018-08-25,12929.127090987628,602,13172.799978870129,12903.540921887063,11911.795377782146,12626.639633253495,12817.841437032508
2018-08-26,12846.298007554336,603,13178.001963488658,12898.095694127684,11915.134661131457,12632.607175309957,12813.731992073259
2018-08-27,12925.899908772675,604,13183.201778808043,12900.740567876295,11918.473944480767,12637.125656019414,12809.633132196315
2018-08-28,13011.11126378338,605,13188.399425732918,12911.239571712507,11921.813227830076,12646.733638775877,12805.547219706885
2018-08-29,13027.004758425124,606,13193.594905167529,12922.251726065677,11925.152511179387,12661.744422603346,12801.477514030363
2018-08-30,13134.112012758402,607,13198.78821801575,12942.404919306395,11928.491794528698,12670.663194506422,12797.428860734457
2018-08-31,13054.447674269157,608,13203.979365181076,12953.062977629812,11931.831077878009,12674.933276615648,12793.40784556623
2018-09-01,12843.947601450316,609,13209.16834756663,12942.683385984737,11935.17036122732,12672.689418524129,12789.42365213656
2018-09-02,12723.764520167304,610,13214.355166075153,12921.858745955546,11938.50964457663,12667.422506327086,12785.487478252538
2018-09-03,12765.901954444049,611,13219.539821609013,12907.023368331933,11941.848927925941,12664.917558818914,12781.610942430745
2018-09-04,12763.241897093916,612,13224.722315070196,12893.346167099326,11945.188211275252,12664.839110564064,12777.805186930364
2018-09-05,12765.229071887386,613,13229.902647360319,12881.159038413945,11948.52749462456,12667.739289242469,12774.081232799253
2018-09-06,12773.730939056524,614,13235.080819380619,12870.939948844916,11951.866777973872,12671.884205853854,12770.44998871421
2018-09-07,12782.915755659753,615,13240.25683203196,12862.566654336484,11955.206061323182,12672.345560737096,12766.92229504833
2018-09-08,12692.1291072972,616,13245.43068621483,12846.353795973188,11958.545344672493,12666.90991479555,12763.50901749068
2018-09-09,12679.787835522407,617,13250.602382829335,12830.509221982033,11961.884628021804,12662.6942329054,12760.221145136658
2018-09-10,12596.02645180819,618,13255.771922775215,12808.20406676535,11965.223911371115,12655.689434141026,12757.069116310744
2018-09-11,12506.776473645352,619,13260.939306951828,12779.530790489449,11968.563194720426,12647.233408197955,12754.062748710025
2018-09-12,12572.821416429706,620,13266.104536258159,12759.86757741103,11971.902478069736,12642.357520942003,12751.210617418441
2018-09-13,12547.014184157948,621,13271.267611592823,12739.619914986248,11975.241761419045,12634.926509130073,12748.51938944682
2018-09-14,12551.059089750675,622,13276.42853385405,12721.683081198644,11978.581044768356,12626.445864212545,12745.9943553461
2018-09-15,12471.224239899911,623,13281.587303939707,12697.858203462778,11981.920328117667,12612.722285610618,12743.639250843109
2018-09-16,12403.332566865542,624,13286.743922747273,12669.841475262563,11985.259611466978,12595.35653581821,12741.45630753454
2018-09-17,12320.142385075082,625,13291.898391173869,12636.576376594623,11988.598894816289,12572.99059674147,12739.445655049407
2018-09-18,12353.43922359563,626,13297.050710116227,12609.642977008078,11991.9381781656,12553.283189066538,12737.604814037255
2018-09-19,12496.657037690891,627,13302.200880470717,12598.89519834654,11995.27746151491,12541.598360202872,12735.928069782893
2018-09-20,12496.48006501468,628,13307.348903133325,12589.152966779542,11998.616744864219,12530.445902096564,12734.406743330463
2018-09-21,12535.084636324742,629,13312.49477899967,12584.009721063845,12001.95602821353,12521.003120314603,12733.030309497008
2018-09-22,12467.16306097948,630,13317.638508964996,12572.894691640571,12005.29531156284,12509.356313005197,12731.786407245572
2018-09-23,12383.008219675705,631,13322.780093924173,12554.83175581128,12008.634594912151,12493.718059749282,12730.661148180607
2018-09-24,12435.401698245125,632,13327.919534771698,12543.470980904127,12011.973878261462,12481.273537544772,12729.63860205976
2018-09-25,12942.38712584222,633,13333.056832401693,12581.417848064935,12015.313161610773,12481.90748712147,12728.70015613352
2018-09-26,13007.509105834704,634,13338.191987707914,12621.949745713451,12018.652444960084,12484.266235116054,12727.824927305892
2018-09-27,13085.941245561213,635,13343.325001583735,12666.086900932374,12021.991728309393,12488.933645829236,12726.993681300097
2018-09-28,13268.957681340344,636,13348.455874922163,12723.434936878184,12025.331011658705,12489.766167118918,12726.189341896292
2018-09-29,13161.881028785136,637,13353.584608615833,12765.142087159982,12028.670295008014,12488.612989675215,12725.397602531759
2018-09-30,13081.693437969196,638,13358.711203557004,12795.254009706,12032.009578357325,12488.491508242561,12724.608344671095
2018-10-01,13025.71772854789,639,13363.83566063757,12817.176852978328,12035.348861706636,12488.675534562397,12723.814817706567
2018-10-02,12994.413155222584,640,13368.95798074904,12834.036442400007,12038.688145055947,12488.929858142257,12723.013026316657
2018-10-03,12956.821891599571,641,13374.078164782566,12845.716398674474,12042.027428405258,12489.325140648929,12722.201304677617
2018-10-04,12950.08578289479,642,13379.196213628922,12855.64452820475,12045.366711754566,12489.949238403024,12721.380081102492
2018-10-05,12963.89645223914,643,13384.312128178506,12865.941984031895,12048.70599510388,12489.95847580637,12720.55159424836
2018-10-06,12858.55539159292,644,13389.425909321355,12865.239335002494,12052.045278453188,12489.775844170274,12719.719847476792
2018-10-07,12768.789774205788,645,13394.537557947122,12856.064578057425,12055.384561802499,12488.495653950094,12718.890721810305
2018-10-08,12792.002117834863,646,13399.647074945102,12849.970641527387,12058.72384515181,12487.95281941378,12718.071169533328
2018-10-09,12751.849524973732,647,13404.754461204211,12840.636877971365,12062.06312850112,12487.105212255676,12717.268527953847
2018-10-10,12715.58466098323,648,13409.859717612995,12828.741295587879,12065.402411850431,12486.212779618701,12716.490704834698
2018-10-11,12688.983046533223,649,13414.962845059632,12815.446803051542,12068.741695199742,12483.23034770393,12715.745874767395
2018-10-12,12654.242545931502,650,13420.06384443193,12800.112260671363,12072.080978549053,12480.481483110365,12715.042205352378
2018-10-13,12564.748970695371,651,13425.162716617322,12777.723346077206,12075.420261898362,12476.733983305447,12714.387657686779
2018-10-14,12484.113065588004,652,13430.259462502876,12749.793691055345,12078.759545247673,12469.972272737154,12713.789723734559
2018-10-15,12489.610733281208,653,13435.35408297529,12725.043807498505,12082.098828596983,12463.924433175718,12713.254740840177
2018-10-16,12470.315648777909,654,13440.446578920888,12700.812811276008,12085.438111946294,12454.104435229483,12712.787274151658
2018-10-17,12582.613296571206,655,13445.536951225627,12689.569091662526,12088.777395295605,12448.455125521026,12712.390163168824
2018-10-18,12581.338157220414,656,13450.625200775097,12679.273632468708,12092.116678644916,12442.92078381185,12712.06437646846
2018-10-19,12585.872350493137,657,13455.711328454514,12670.38884280865,12095.455961994227,12437.71781365526,12711.809881262636
2018-10-20,12491.485698388831,658,13460.795335148725,12653.37069515508,12098.795245343535,12430.022959593454,12711.625636073464
2018-10-21,12407.675047535951,659,13465.877221742214,12629.998915846327,12102.134528692846,12419.132902030353,12711.509627682843
2018-10-22,12446.687185760724,660,13470.956989119091,12612.561401825289,12105.473812042157,12409.961696808055,12711.458144262047
2018-10-23,12436.76726501184,661,13476.034638163097,12595.838998277686,12108.813095391468,12400.347530579586,12711.465129579723
2018-10-24,12483.419532601663,662,13481.110169757607,12585.145105377063,12112.152378740779,12393.503568345464,12711.522484418736
2018-10-25,13041.852379014432,663,13486.183584785627,12628.589349146094,12115.49166209009,12395.634473802626,12711.619989979656
2018-10-26,13152.10412425847,664,13491.254884129794,12678.388651280111,12118.8309454394,12395.002104902118,12711.745667409417
2018-10-27,13031.466675817324,665,13496.324068672375,12711.97517081442,12122.17022878871,12394.789126812328,12711.890085944375
2018-10-28,12943.064662806177,666,13501.391139295276,12733.957540708801,12125.509512138022,12395.75252599101,12712.047212648495
2018-10-29,12976.586754098542,667,13506.456096880027,12757.03762570075,12128.84879548733,12397.8001833861,12712.213480454493
2018-10-30,13030.25233650218,668,13511.518942307795,12783.027153747476,12132.188078836642,12398.132217699242,12712.38710483714
2018-10-31,13101.19313722243,669,13516.57967645938,12813.292668099837,12135.527362185952,12397.270980831629,12712.568341188431
2018-11-01,13013.19562420404,670,13521.63830021521,12832.308421201322,12138.866645535263,12397.269205201661,12712.759897564187
2018-11-02,13002.625296876957,671,13526.694814455352,12848.509800710568,12142.205928884574,12397.002996035804,12712.967480668347
2018-11-03,12891.25836817219,672,13531.749220059499,12852.576254854792,12145.545212233883,12397.464027090358,12713.199115381754
2018-11-04,12799.552688507749,673,13536.801517906986,12847.532392243325,12148.884495583196,12397.027173268862,12713.465061599258
2018-11-05,12844.291007301135,674,13541.851708876775,12847.224055753617,12152.223778932505,12396.975060841525,12713.7769531297
2018-11-06,12746.377643171872,675,13546.899793847462,12837.631048625572,12155.563062281815,12396.182781469468,12714.147088038291
2018-11-07,12767.3423232946,676,13551.945773697278,12830.944839112915,12158.902345631126,12395.967612003982,12714.588771443137
2018-11-08,12733.839540134097,677,13556.989649304089,12821.707705124438,12162.241628980437,12394.611832619501,12715.115557154899
2018-11-09,12702.093646536096,678,13562.031421545391,12810.329427134408,12165.580912329748,12393.25476205289,12715.741406033241
2018-11-10,12606.927900972256,679,13567.071091298314,12790.980872829145,12168.920195679058,12391.165433659691,12716.480423413006
2018-11-11,12510.558851491112,680,13572.108659439633,12764.305749929992,12172.25947902837,12386.464221525028,12717.346609322247
2018-11-12,12485.844552238528,681,13577.14412684574,12737.817150227222,12175.598762377678,12379.820247068785,12718.353118476345
2018-11-13,12472.29361746247,682,13582.177494392676,12712.55924489111,12178.938045726989,12373.294081141697,12719.511510006134
2018-11-14,12452.4380501829,683,13587.208762956108,12687.815236541097,12182.2773290763,12366.556421080753,12720.83154899487
2018-11-15,12464.837081786742,684,13592.237933411343,12666.604456968516,12185.61661242561,12360.401892465125,12722.321092980346
2018-11-16,12447.337502337896,685,13597.265006633319,12645.74670501813,12188.955895774921,12352.98322631948,12723.985928562866
2018-11-17,12357.180669016365,686,13602.289983496614,12618.296883359546,12192.295179124232,12342.255340325055,12725.829855583397
2018-11-18,12284.681821306092,687,13607.312864875437,12586.56177661286,12195.634462473543,12332.235106504579,12727.854539249991
2018-11-19,12446.575325986574,688,13612.333651643632,12573.245576419826,12198.973745822852,12325.218112881797,12730.058800255374
2018-11-20,12359.65767072428,689,13617.352344674684,12552.928043556267,12202.313029172163,12315.29209259237,12732.438039749695
2018-11-21,12388.775002052083,690,13622.368944841708,12537.312998291633,12205.652312521474,12306.669125599907,12734.98547151062
2018-11-22,12803.431909489933,691,13627.383453017457,12562.627538954779,12208.991595870784,12307.307960966733,12737.691432924074
2018-11-23,12949.11953690538,692,13632.395870074319,12599.392560102828,12212.330879220095,12307.195642954852,12740.543589998906
2018-11-24,12839.490493770649,693,13637.406196884323,12622.231857308738,12215.670162569406,12307.184771909739,12743.53011600073
2018-11-25,12764.458583797646,694,13642.414434319127,12635.7611635684,12219.009445918717,12306.969048628649,12746.640793577466
2018-11-26,12857.960025458822,695,13647.420583250032,12656.897812968105,12222.348729268026,12307.824001125322,12749.866145812055
2018-11-27,12908.405026060114,696,13652.424644547971,12680.822416989005,12225.688012617338,12308.809966868444,12753.19683327038
2018-11-28,12992.021763559684,697,13657.426619083517,12710.425230549436,12229.027295966647,12311.063748637294,12756.624350576041
2018-11-29,13021.2072238336,698,13662.426507726876,12739.98834341105,12232.366579315958,12311.534249581819,12760.141389946722
2018-11-30,13157.72944815489,699,13667.424311347897,12779.725933404516,12235.705862665269,12308.076011902094,12763.742459938167
2018-12-01,12932.821114647206,700,13672.420030816062,12794.289100574593,12239.04514601458,12308.590127215264,12767.424083502978
2018-12-02,12796.779594839538,701,13677.413667000488,12794.526008647219,12242.38442936389,12308.778957015928,12771.18582361683
2018-12-03,12806.925780278254,702,13682.405220769939,12795.705535956098,12245.7237127132,12309.035262274343,12775.028519467054
2018-12-04,12816.446125919729,703,13687.394692992808,12797.678482958052,12249.062996062512,12309.315806107441,12778.95320772379
2018-12-05,12826.098058304511,704,13692.382084537127,12800.381892845375,12252.402279411821,12309.569417364868,12782.961171178002
2018-12-06,12810.6000614144,705,13697.367396270569,12801.353895333204,12255.741562761132,12309.711084028859,12787.053981917874
2018-12-07,12818.620658773154,706,13702.350629060444,12802.996394858148,12259.080846110443,12310.759866839808,12791.233544877943
2018-12-08,12709.697615074743,707,13707.331783773698,12794.121355711122,12262.420129459753,12311.145899934067,12795.501946675458
2018-12-09,12618.119410067884,708,13712.31086127692,12777.3791843648,12265.759412809064,12311.57689560364,12799.861485247988
2018-12-10,12604.883821359614,709,13717.287862436335,12760.970576418313,12269.098696158375,12313.875074468215,12804.313796462644
2018-12-11,12589.032144727,710,13722.262788117807,12744.614946519601,12272.437979507686,12314.22529054161,12808.859113855713
2018-12-12,12542.634156728249,711,13727.235639186834,12725.401539650755,12275.777262856995,12314.118726944916,12813.496132151946
2018-12-13,12516.99484152025,712,13732.206416508567,12705.576868752543,12279.116546206305,12313.263124433062,12818.221849880338
2018-12-14,12689.657106227492,713,13737.175120947779,12704.062502584527,12282.455829555616,12318.008601557132,12823.031175585498
2018-12-15,12607.468388319814,714,13742.141753368896,12694.873995002094,12285.795112904927,12323.658961359299,12827.916693529573
2018-12-16,12516.3680080308,715,13747.106314635974,12677.893626919824,12289.134396254238,12330.468687050678,12832.869958853798
2018-12-17,12558.940599349457,716,13752.068805612716,12666.5782294538,12292.473679603549,12337.086043748644,12837.880825709402
2018-12-18,12974.748962922698,717,13757.029227162457,12695.892946429238,12295.81296295286,12342.250483167183,12842.936706102937
2018-12-19,12977.806107884506,718,13761.987580148183,12722.709913915693,12299.152246302168,12347.595941393347,12848.022859724391
2018-12-20,13058.484002988478,719,13766.943865432508,12754.65039793913,12302.49152965148,12351.207712747078,12853.125563333637
2018-12-21,13240.356734891891,720,13771.898083877695,12800.85317534331,12305.83081300079,12353.61563662054,12858.232095104493
2018-12-22,13169.438461087366,721,13776.850236345643,12835.914821889926,12309.1700963501,12361.292071320686,12863.331317766651
2018-12-23,13060.691806305134,722,13781.800323697893,12857.296714993638,12312.509379699412,12369.113212609067,12868.415042542385
2018-12-24,13186.904295727138,723,13786.748346795628,12888.650610392458,12315.848663048722,12366.389669911108,12873.477442591797
2018-12-25,13092.169698003254,724,13791.694306499669,12908.01034772135,12319.187946398033,12365.56918227231,12878.514174691998
2018-12-26,13092.746646873304,725,13796.638203670482,12925.58337376367,12322.527229747342,12365.483664313086,12883.52331403718
2018-12-27,13159.623862035842,726,13801.580039168168,12947.846456948966,12325.866513096655,12367.90190809147,12888.50458439811
2018-12-28,13263.6847853646,727,13806.519813852474,12977.890553295429,12329.205796445964,12365.660370803627,12893.459323923113
2018-12-29,13152.515726437445,728,13811.45752858279,12994.501759264998,12332.545079795274,12364.628100667544,12898.390962730264
2018-12-30,13079.818482063536,729,13816.393184218141,13002.617505864158,12335.884363144585,12364.106894655386,12903.305787615574
2018-12-31,13228.402059670992,730,13821.326781617205,13024.09524392763,12339.223646493896,12360.906326488786,12908.212046214285
2019-01-01,12993.50544647885,731,13826.258321638286,13021.18539183216,12342.562929843207,12360.782288800148,12913.119348142303
2019-01-02,12983.880685680822,732,13831.187805139345,13017.636784570306,12345.902213192516,12360.689838618957,12918.039773617498
2019-01-03,12976.76475347527,733,13836.115232977978,13013.748835801533,12349.241496541828,12360.651863672494,12922.986023120839
2019-01-04,12975.803108403084,734,13841.040606011424,13010.139251443565,12352.580779891137,12360.770431337814,12927.971305165029
