Day,Path_0,Path_100,Path_200,Path_300,Path_400,Path_500,Path_600,Path_700,Path_800,Path_900,Pct_5,Pct_25,Pct_50,Pct_75,Pct_95
14,14206.527669172312,14391.656952624488,14232.85622986717,14571.209559857693,14166.598592331846,14333.44988759376,14230.984683996267,14664.27532547729,14216.339830102765,14287.282231819803,13878.994243106437,14140.926940265595,14345.39267857631,14536.902571741372,14834.519236152995
15,14069.788743330775,14201.373619050764,13890.339664147348,14355.657781494445,13889.980511830494,13931.977422395164,13784.930595123076,14377.910694610091,13985.545796723989,13977.897220539657,13602.33570626077,13864.599430749075,14072.978253857113,14278.915963996962,14576.756125235648
16,13849.70699419718,13982.980059980075,13561.323575287215,14084.745781057894,13661.52923480682,13768.57089755501,13384.51339955216,14059.931451233873,13765.990275332688,13593.137261475913,13326.960940913805,13603.028781856656,13807.575260530677,14027.612099340675,14309.927155421994
17,13665.361737594132,13668.893208265355,13248.714080173433,13773.004277661557,13392.038722873978,13616.558175808472,13214.981490714172,13759.577685664904,13648.036988332859,13351.777563959107,13059.269394053525,13338.414440121642,13568.83579523511,13772.885967698472,14059.322421181381
18,13389.61433616711,13361.79363626492,12999.244749264702,13599.561152615912,13159.39356273052,13315.1794217738,12858.348364078263,13578.357666656155,13527.037568923724,13152.50809553703,12818.359429100334,13097.908084126173,13319.444330266317,13516.85929946498,13831.405530151145
19,13204.130332509394,13220.956536526497,12702.605701927887,13387.945627278996,12765.225914190514,13039.357973466897,12661.67978897565,13290.68143086168,13326.738811859519,12891.746502345839,12561.869004701917,12860.621278829098,13063.007825503177,13275.686973510092,13570.988064372534
20,13055.67656778993,13078.033373575361,12395.414961360433,13142.75529955923,12592.498016508742,12803.115497147402,12446.29794825431,13030.306845390858,13121.868808350426,12742.341553032462,12312.791489350124,12609.750568730122,12814.413905779387,13038.63367376689,13308.929409871147
21,12714.433495187135,12870.394162456198,12225.228249199075,12912.593114571388,12420.331243873437,12597.818034058411,12069.032134885705,12806.407936194079,12865.397357664764,12486.067491156611,12076.794257385845,12365.292039198997,12586.302188405018,12807.930662641436,13089.843157307061
22,12493.409224887215,12669.537115082216,12030.455174785591,12556.792284940258,12194.768287095441,12338.429019715686,11759.55432694369,12500.496973807496,12701.953492353345,12210.231395591569,11843.328514456238,12142.958611839858,12356.832182813181,12576.768149909662,12857.820919140773
23,12257.262595751663,12439.949166722288,11792.349359252015,12355.85307929436,11954.771152846139,12097.744489909039,11558.628004103595,12273.700511428246,12457.028581772527,11908.903062326486,11614.581818613377,11902.964693599195,12129.292929292342,12350.43484271174,12631.40896417206
24,12120.243876230361,12205.967252249278,11535.14763460007,11958.315573596046,11786.826953172493,11890.088010366788,11280.86986564825,12024.312457401766,12105.275272864275,11716.136596490107,11410.864056097975,11687.765218169647,11897.93377859712,12124.61311306799,12404.460412529148
25,11929.534084839304,12003.383499108515,11376.25976955026,11789.346294826917,11489.42317441993,11642.14215162206,11159.52212303008,11715.89979303603,11927.834195251859,11571.483524004674,11185.769292732077,11480.770910670613,11673.164888522355,11899.458485489924,12188.546996515359
26,11701.366480039209,11643.72967736515,11100.26973727663,11563.063228131143,11423.235763005745,11469.427394099383,11005.626442215755,11461.669952201324,11705.491057410803,11398.863864291106,10971.214508591202,11263.800087290574,11458.74813692789,11693.685749358146,11970.960617745628
27,11553.98352279501,11441.461266913886,10895.379209603218,11375.148540745247,11188.844284897235,11198.344067784054,10727.870039200732,11334.943514235323,11548.434767808352,11180.047861398665,10749.929157179266,11036.477239304983,11246.113228442933,11480.355528525826,11763.620696502623
28,11317.166172941637,11136.23466038998,10755.635905222922,11148.54455562583,10933.882874834106,11037.083948760119,10620.074415432418,11093.996460263736,11389.253119670844,10986.90678935989,10533.180208165479,10830.153640698523,11037.177901438194,11271.186029213733,11563.274518704082
29,11142.387618650542,10983.348256126497,10557.890562630826,10984.089798879073,10802.217165780581,10836.748980389502,10423.664156630639,10882.847612563028,11176.277992661351,10678.360439768207,10342.968470508473,10628.965885016114,10842.401986105393,11063.101479060733,11350.758739860297
30,10952.492582154784,10814.225787947218,10378.115759497126,10758.69246628701,10498.412283455775,10635.083150656148,10279.007388480588,10661.896901497263,11011.031582297312,10486.543622165113,10141.645685183188,10413.695823145888,10630.237641065802,10858.793011698544,11165.785312077827
31,10783.406459205973,10614.391691326526,10168.531979754487,10570.63200713459,10252.828334251677,10384.578950309677,10016.414359972554,10607.407669909504,10748.564966106595,10253.660172263175,9935.056175516502,10217.77554648167,10437.982535520841,10654.499800128342,10966.528263504406
32,10479.977731996314,10437.586458297403,10025.547633628,10492.208589488071,10055.077858939661,10181.785008599032,9773.16890181986,10537.61804449443,10475.160902842645,10075.85137828456,9726.498083852735,10026.220066856353,10259.061464808241,10466.177527665523,10778.998522189384
33,10286.283034452366,10171.342278023938,9834.264622626795,10344.528591240642,9856.676208844836,9952.080870111244,9577.604222726553,10349.582170357093,10296.787478634644,9948.920877872166,9559.204342735207,9835.31518324497,10050.594325636783,10272.512502092824,10587.597745736712
34,10151.75760944565,9955.850704266637,9738.130503807408,10197.191944347764,9695.26372191919,9720.939739053905,9382.460710506395,10180.371175122023,10075.3853155865,9838.65514809937,9370.981369952357,9648.667879755634,9864.881810887106,10081.282583844124,10410.383495077664
35,9920.204064323074,9741.278528296889,9570.196831097397,10060.404719549237,9478.730028483384,9538.332522140367,9186.347276566406,9964.382746604768,9899.663340012283,9636.643839051392,9192.839146555416,9472.712940956926,9681.736356001678,9904.081237504126,10211.007902241492
36,9798.841666042752,9672.563351257677,9428.233198452745,9889.908181812309,9329.156082615915,9370.112836756913,9008.849635495788,9770.632303249027,9688.828968582568,9450.635460494255,9017.152136347959,9295.26397517835,9507.817122641693,9714.728891930443,10028.845159309452
37,9606.459408578325,9494.105616463248,9245.059009256227,9746.92794480468,9105.92414910828,9312.832720637363,8806.053480445824,9663.97330382253,9490.679047557025,9346.188292318266,8839.064711142215,9117.949227579747,9331.99689152107,9546.629629141069,9852.295391200869
38,9525.667730517122,9345.35779491166,9135.949429497334,9553.852756152857,9001.134092048167,9117.886918049384,8624.467172509632,9479.47318654477,9376.391465473944,9079.184225073883,8682.326857231947,8934.997866128118,9147.993921461612,9372.755744636994,9672.735142267673
39,9414.42391956421,9211.396209487606,8966.289574349346,9395.320409608914,8807.287899071925,8967.324709457644,8493.60533144724,9347.572416674457,9260.93015057119,8869.52723715993,8499.130967202096,8772.757330326724,8974.768465176709,9212.729974266118,9497.007205185811
40,9230.173793931875,9089.442090498895,8877.335218256096,9145.325056380128,8656.286502449528,8856.918691409646,8354.198315599575,9225.446717579352,9106.909817865493,8714.125136191758,8336.073600758431,8612.48079871655,8804.23621023247,9043.707270457624,9331.087507337934
41,9023.657251236664,8981.959469449535,8793.066214602886,8924.33971685378,8432.719799535502,8668.889256235087,8227.93869765187,9045.315918990123,8959.692553239836,8582.38890020705,8165.434532447682,8450.848885050655,8643.678472363292,8858.668237564061,9169.220478734927
