Day,Path_0,Path_100,Path_200,Path_300,Path_400,Path_500,Path_600,Path_700,Path_800,Path_900,Pct_5,Pct_25,Pct_50,Pct_75,Pct_95
225,276.0576394212816,311.0221670734093,296.7007081230733,315.19264148193355,285.30323487901234,277.4812122198534,294.64335389152984,280.9807705211057,265.1028878882291,276.06316563171714,241.31483475847918,261.50868692597084,275.96509833188867,290.01790853112834,315.27371886743623
226,269.3803675833817,303.8848482959399,291.2712459058213,308.3730155214612,278.06743758473937,274.7633179005092,288.78858676084985,277.13153377730396,262.496479446133,269.8943592446444,236.43490196795642,256.3886358328525,270.987287794096,284.41792707880563,309.380838794543
227,264.2931500971587,299.67074733691715,284.94619171367845,302.57456588630066,271.3881967073733,270.86416617671443,282.82711595135305,274.02292910516167,258.3700528742382,265.2259696806388,231.83514630666235,251.4978670411066,265.8300232114509,279.23361437424506,303.7970919652756
228,260.86409064830934,292.9662431922224,276.05827395398865,298.0922321003825,268.0856333470283,265.58451243923776,278.15374057291524,270.5354546221344,252.88871707367977,260.9193028411873,227.19863754365983,247.36339376166086,260.98724307926784,274.5518680945489,297.46780228683167
229,256.99019869622714,288.01241435825153,270.8390905101666,294.168982761201,262.40869334270116,258.9199829143298,272.07229367886094,267.3413413534247,249.48660977478036,256.7681303082774,222.89311998401521,242.7764596564313,256.55612924737693,269.45733687445727,291.47495769566876
230,251.3185794209299,282.9361825649057,265.25659426733733,289.5570261283155,257.53336648350347,256.2047599160223,265.6857783955743,262.4270623265044,244.44340245113844,250.82630041170634,219.29497647426584,238.1296108844235,251.7843532249143,264.69214224268524,285.56030681774666
231,247.60603245528367,277.20580703385275,259.8164344277073,282.8724775133307,253.992090092897,253.11419766375715,261.37125881520376,260.6716826346586,239.38487061095168,245.10706323312982,214.9643636890249,233.49078607398116,247.05738156383396,259.4033936799406,280.60611255669755
232,242.73501013674812,271.9741084489841,257.60397777525554,276.855243500656,250.889832182363,248.50842726007264,257.0566963575192,256.09220754418607,238.5475499366223,240.7883124826573,210.91723466174557,229.20050943076825,242.38095230033932,255.06024532902686,275.3159449109226
233,238.17448933319534,267.7870668283849,251.94462418632554,271.32671814227575,244.59362039084974,248.306730772287,252.03245597291726,252.3297386702803,231.95284497831648,235.79249515844728,207.36924440528233,224.76790279309753,237.68547608536886,250.43682775324416,270.56469611394033
234,234.55901941035742,262.8593687061902,248.4189062552691,267.20713327055375,241.2729634222759,243.3812689406096,245.27471040830852,248.0132046643768,227.7263772095534,230.8678529851786,204.059902454655,220.55994448534491,232.9796780506391,246.14248889365672,266.2517653735935
235,227.60482009115137,255.38436647585763,244.86035719958176,261.74903545386996,237.93629908552944,239.01837313129278,238.69369757043097,245.1171956791403,223.11795122403424,225.78537858875052,200.0210840799362,216.23647693355667,228.9567874455645,241.36272821862062,260.80748710862406
236,222.63552550383372,249.7138757260642,239.25317344660206,257.6099859628793,233.50986977892526,232.13990721457515,234.72634380969708,240.46940182187492,219.77230853183553,222.7243910958962,195.6810710363312,212.5013775245403,224.85512750769698,236.84957235271298,255.9020822058506
237,220.83856849420494,245.6138885284812,234.7955847594438,255.4273203601651,229.60867327102918,228.29634326297267,232.51920697977582,237.6934061816286,215.16787278129482,217.56038240288171,192.04613371331777,208.3477371963323,220.83952309566598,232.72056275618402,251.36179306372327
238,216.52842101691658,241.4045588987133,228.65779039619383,250.0928027004987,223.56323203270776,223.14553703683967,227.82984764045779,231.7133210919683,212.28623443645134,212.8608744655321,188.8844835659227,204.56624651242248,216.5180160738442,228.3765592515086,246.09146774206235
239,213.2529514716206,235.31670832638,223.67389586374986,246.61728075368245,220.9424179247918,220.1798403665518,224.74147159172378,228.5459331630274,207.78815998453217,208.8595556061035,184.97861063198224,200.65518979495542,212.47639976243767,223.96374019138648,242.2459576991845
240,208.35583375172715,233.6003185291398,222.6375174123442,241.89441658928573,217.50793274968655,216.38589556806014,220.50422251384495,224.46351710638933,203.80352829729975,204.16128849893607,181.40207933547677,196.8431632049631,208.41512901359297,219.97311666005288,237.70582030192523
241,205.34496651578996,230.35072291675144,219.55814635357464,238.48434006983788,213.14411928651597,210.11794863495507,218.04561098159076,219.45194621574967,197.82178301403943,198.0887522969431,177.80884431577527,193.10575976026632,204.45507550028776,215.87702804865853,233.1636116120343
242,201.65729851754688,226.11511703909022,214.3576729743375,234.64939561083392,211.20231361049463,208.57567745398424,213.2549819505793,216.85885305040165,195.2544037201903,194.6595793624494,174.59828439828166,189.45781526969077,200.8505043947225,212.07404371313714,229.1914603825639
243,197.389076456989,223.0742091108253,209.81675937887124,229.63075819181776,207.7796230971315,207.1047480651951,209.582821072162,210.56049389185858,192.44834349677586,192.47552904315998,171.26363501741528,185.97143388756808,196.78593153566513,208.24458063254974,224.7302649754466
244,192.84264587882504,217.18501815248902,203.96620229641772,224.7804928484187,203.58581802598,201.85702027339264,206.2717282805764,208.09074844225418,189.11229316206078,188.8205553589147,168.44637852792945,182.43081218924766,193.09718883410693,204.4406724379466,220.9755495463923
245,190.46292882879123,211.86387934541602,200.19381402066998,219.9581851450872,199.70382984630442,197.94767381519213,202.73276538665252,206.09117369275742,186.56171784876761,184.313072670085,164.94654726427993,178.89875770356852,189.88043533769815,200.33577358426697,217.2908033225281
246,187.25914530373768,206.0114122061416,195.4687576769129,216.3737420127386,195.86242308096735,195.08211202630937,199.8894179437245,201.23295261196552,184.68549796882883,181.13639389371156,162.201735197195,175.86730403124727,186.26035637289755,196.6418639694495,214.02102112212236
247,184.24536275374246,202.2256195084392,191.46590755610677,212.52639579666769,191.57609615158344,190.68220679376606,198.77250820608623,196.55366984556545,183.13242101198173,177.58337765927286,158.98426441075114,172.5941111442081,182.63472653646363,192.75257344912345,210.1903986282523
248,181.45018127571652,195.5529666318245,186.93498962450204,207.33683714382434,187.35955559772464,187.35511410043384,194.32364982671137,192.79426096096162,179.54481356974117,173.96169824222235,156.05936723130492,169.4142088880032,179.29372169133993,189.01208520517463,206.33665292556745
249,176.42598230543587,191.8747891023887,183.62135324273981,204.62235010045026,184.77256959284236,182.42644577671018,190.4394587130867,189.79089675106943,176.35291149265976,169.9235538421581,152.62695621412,166.1847175579438,176.18181545950554,186.17208497862433,202.3201495689403
250,172.78311176529638,188.09917493110692,180.07055804019384,199.2389396285357,182.20545514705762,179.60323379437443,187.63236212820408,185.0468469502441,173.50900387046985,166.75167243724405,150.0762706485503,163.18270760984794,172.6339751020845,182.6021149438103,198.60332585281995
251,170.70511206790223,184.69777630815508,176.52117337171003,197.12640609783656,177.64777490714997,175.65828102946412,184.84136780847248,180.2092095659041,170.48798114079415,162.4632416122624,147.60361314584708,160.26129040645733,169.409087179989,179.0943891111919,194.482382174676
252,166.72725433351206,180.69312014118088,173.97613566523785,194.49840692382904,173.14152504455893,172.77812838426948,181.3854599390562,177.0428279643295,167.56499316709542,159.40967595552505,144.85135795669066,157.09609890768073,166.18518326916376,175.83100892491709,191.07948811677653
253,161.80292963846026,175.9358699490227,171.84181622819563,191.14718620511178,169.77898317785963,169.19662811544652,180.05495113761114,173.2058776519264,164.8651157246825,155.9909224642475,142.10055099131407,154.13515076686855,162.9684087921412,172.19977930928349,187.7250666600049
254,157.9365469406576,174.4160960202964,169.0599574137841,186.70532308903472,165.93196892040555,164.37463154291692,176.87548096909597,169.6970357736274,161.4157896205657,151.857676240533,139.25869557967442,151.2582903457659,160.09920765331958,169.20238666984415,183.96803774886718
255,156.24838388569233,172.22282955115827,166.61556972932527,183.62694758802476,163.92179333107,159.49888757553558,174.50374450269024,166.71543705862342,159.5953044618769,147.66905072766602,136.80938289746652,148.3718155538027,157.10970715125987,166.22985273790684,180.28780474141178
