Days,Years,S(t)
0,0.0,1.0
1,0.0027397260273972603,1.0
2,0.005479452054794521,1.0
3,0.00821917808219178,0.9873310306246038
4,0.010958904109589041,0.9840829761198724
5,0.0136986301369863,0.9806263150003827
6,0.01643835616438356,0.9785804353621727
7,0.019178082191780823,0.9785804353621727
8,0.021917808219178082,0.9785804353621727
9,0.024657534246575342,0.9785804353621727
10,0.0273972602739726,0.9785804353621727
11,0.030136986301369864,0.9785804353621727
12,0.03287671232876712,0.9785804353621727
13,0.03561643835616438,0.9785804353621727
14,0.038356164383561646,0.9785804353621727
15,0.0410958904109589,0.9785804353621727
16,0.043835616438356165,0.9785804353621727
17,0.04657534246575343,0.9785804353621727
18,0.049315068493150684,0.9785804353621727
19,0.052054794520547946,0.9396785372133708
20,0.0547945205479452,0.9287747996492665
21,0.057534246575342465,0.9287747996492665
22,0.06027397260273973,0.9287747996492665
23,0.06301369863013699,0.9287747996492665
24,0.06575342465753424,0.9191537902330323
25,0.0684931506849315,0.900681846219142
26,0.07123287671232877,0.8892380719375528
27,0.07397260273972603,0.8818450023638388
28,0.07671232876712329,0.8818450023638388
29,0.07945205479452055,0.8818450023638388
30,0.0821917808219178,0.8818450023638388
31,0.08493150684931507,0.8818450023638388
32,0.08767123287671233,0.8818450023638388
33,0.09041095890410959,0.8818450023638388
34,0.09315068493150686,0.8818450023638388
35,0.0958904109589041,0.8818450023638388
36,0.09863013698630137,0.8818450023638388
37,0.10136986301369863,0.8818450023638388
38,0.10410958904109589,0.8818450023638388
39,0.10684931506849316,0.8818450023638388
40,0.1095890410958904,0.8818450023638388
41,0.11232876712328767,0.8818450023638388
42,0.11506849315068493,0.8818450023638388
43,0.1178082191780822,0.8818450023638388
44,0.12054794520547946,0.8818450023638388
45,0.1232876712328767,0.8818450023638388
46,0.12602739726027398,0.8818450023638388
47,0.12876712328767123,0.8818450023638388
48,0.13150684931506848,0.8818450023638388
49,0.13424657534246576,0.8818450023638388
50,0.136986301369863,0.8818450023638388
51,0.13972602739726028,0.8818450023638388
52,0.14246575342465753,0.8818450023638388
53,0.14520547945205478,0.8818450023638388
54,0.14794520547945206,0.8818450023638388
55,0.1506849315068493,0.8798432079957331
56,0.15342465753424658,0.8798432079957331
57,0.15616438356164383,0.8798432079957331
58,0.1589041095890411,0.8798432079957331
59,0.16164383561643836,0.8670176299790112
60,0.1643835616438356,0.8670176299790112
61,0.16712328767123288,0.8670176299790112
62,0.16986301369863013,0.8670176299790112
63,0.1726027397260274,0.8670176299790112
64,0.17534246575342466,0.8670176299790112
65,0.1780821917808219,0.8670176299790112
66,0.18082191780821918,0.8670176299790112
67,0.18356164383561643,0.8670176299790112
68,0.1863013698630137,0.8670176299790112
69,0.18904109589041096,0.8670176299790112
70,0.1917808219178082,0.8670176299790112
71,0.19452054794520549,0.8670176299790112
72,0.19726027397260273,0.8670176299790112
73,0.2,0.8670176299790112
74,0.20273972602739726,0.8670176299790112
75,0.2054794520547945,0.8670176299790112
76,0.20821917808219179,0.8670176299790112
77,0.21095890410958903,0.8670176299790112
78,0.2136986301369863,0.8670176299790112
79,0.21643835616438356,0.8670176299790112
80,0.2191780821917808,0.8670176299790112
81,0.2219178082191781,0.8670176299790112
82,0.22465753424657534,0.8670176299790112
83,0.2273972602739726,0.8565882381949567
84,0.23013698630136986,0.8565882381949567
85,0.2328767123287671,0.8565882381949567
86,0.2356164383561644,0.8565882381949567
87,0.23835616438356164,0.8565882381949567
88,0.2410958904109589,0.8565882381949567
89,0.24383561643835616,0.8558128670961807
90,0.2465753424657534,0.8472719298842176
91,0.2493150684931507,0.8472719298842176
92,0.25205479452054796,0.8472719298842176
93,0.2547945205479452,0.8472719298842176
94,0.25753424657534246,0.8472719298842176
95,0.2602739726027397,0.8472719298842176
96,0.26301369863013696,0.8472719298842176
97,0.26575342465753427,0.8472719298842176
98,0.2684931506849315,0.8472719298842176
99,0.27123287671232876,0.8472719298842176
100,0.273972602739726,0.8472719298842176
101,0.27671232876712326,0.8472719298842176
102,0.27945205479452057,0.8472719298842176
103,0.2821917808219178,0.8472719298842176
104,0.28493150684931506,0.8472719298842176
105,0.2876712328767123,0.8472719298842176
106,0.29041095890410956,0.8472719298842176
107,0.29315068493150687,0.8472719298842176
108,0.2958904109589041,0.8472719298842176
109,0.29863013698630136,0.8472719298842176
110,0.3013698630136986,0.8472719298842176
111,0.3041095890410959,0.8472719298842176
112,0.30684931506849317,0.8472719298842176
113,0.3095890410958904,0.8472719298842176
114,0.31232876712328766,0.8472719298842176
115,0.3150684931506849,0.8472719298842176
116,0.3178082191780822,0.8472719298842176
117,0.32054794520547947,0.8472719298842176
118,0.3232876712328767,0.8472719298842176
119,0.32602739726027397,0.8472719298842176
120,0.3287671232876712,0.8472719298842176
121,0.3315068493150685,0.8472719298842176
122,0.33424657534246577,0.8472719298842176
123,0.336986301369863,0.8472719298842176
124,0.33972602739726027,0.8472719298842176
125,0.3424657534246575,0.8472719298842176
126,0.3452054794520548,0.8472719298842176
127,0.34794520547945207,0.8472719298842176
128,0.3506849315068493,0.8472719298842176
129,0.35342465753424657,0.8472719298842176
130,0.3561643835616438,0.8472719298842176
131,0.3589041095890411,0.8472719298842176
132,0.36164383561643837,0.8472719298842176
133,0.3643835616438356,0.8472719298842176
134,0.36712328767123287,0.8472719298842176
135,0.3698630136986301,0.8472719298842176
136,0.3726027397260274,0.8472719298842176
137,0.37534246575342467,0.8472719298842176
138,0.3780821917808219,0.8472719298842176
139,0.38082191780821917,0.8472719298842176
140,0.3835616438356164,0.8472719298842176
141,0.3863013698630137,0.8472719298842176
142,0.38904109589041097,0.8472719298842176
143,0.3917808219178082,0.8472719298842176
144,0.39452054794520547,0.8472719298842176
145,0.3972602739726027,0.8472719298842176
146,0.4,0.8472719298842176
147,0.40273972602739727,0.8472719298842176
148,0.4054794520547945,0.8472719298842176
149,0.40821917808219177,0.8472719298842176
150,0.410958904109589,0.8472719298842176
151,0.4136986301369863,0.8472719298842176
152,0.41643835616438357,0.8472719298842176
153,0.4191780821917808,0.8472719298842176
154,0.42191780821917807,0.8472719298842176
155,0.4246575342465753,0.8472719298842176
156,0.4273972602739726,0.8472719298842176
157,0.4301369863013699,0.8472719298842176
158,0.4328767123287671,0.8472719298842176
159,0.43561643835616437,0.8472719298842176
160,0.4383561643835616,0.8472719298842176
161,0.4410958904109589,0.8472719298842176
162,0.4438356164383562,0.8472719298842176
163,0.4465753424657534,0.8472719298842176
164,0.44931506849315067,0.8472719298842176
165,0.4520547945205479,0.8472719298842176
166,0.4547945205479452,0.8472719298842176
167,0.4575342465753425,0.8472719298842176
168,0.4602739726027397,0.8472719298842176
169,0.46301369863013697,0.8472719298842176
170,0.4657534246575342,0.8472719298842176
171,0.4684931506849315,0.8472719298842176
172,0.4712328767123288,0.8472719298842176
173,0.473972602739726,0.8472719298842176
174,0.4767123287671233,0.8449006108204274
175,0.4794520547945205,0.8449006108204274
176,0.4821917808219178,0.8449006108204274
177,0.4849315068493151,0.8449006108204274
178,0.4876712328767123,0.8449006108204274
179,0.4904109589041096,0.8449006108204274
180,0.4931506849315068,0.8449006108204274
181,0.4958904109589041,0.8449006108204274
182,0.4986301369863014,0.8449006108204274
183,0.5013698630136987,0.8449006108204274
184,0.5041095890410959,0.8449006108204274
185,0.5068493150684932,0.8449006108204274
186,0.5095890410958904,0.8449006108204274
187,0.5123287671232877,0.8449006108204274
188,0.5150684931506849,0.8449006108204274
189,0.5178082191780822,0.8449006108204274
190,0.5205479452054794,0.8449006108204274
191,0.5232876712328767,0.8449006108204274
192,0.5260273972602739,0.8449006108204274
193,0.5287671232876713,0.8449006108204274
194,0.5315068493150685,0.8449006108204274
195,0.5342465753424658,0.8449006108204274
196,0.536986301369863,0.8449006108204274
197,0.5397260273972603,0.8449006108204274
198,0.5424657534246575,0.8449006108204274
199,0.5452054794520548,0.8449006108204274
200,0.547945205479452,0.8449006108204274
201,0.5506849315068493,0.8449006108204274
202,0.5534246575342465,0.8449006108204274
203,0.5561643835616439,0.8449006108204274
204,0.5589041095890411,0.8449006108204274
205,0.5616438356164384,0.8449006108204274
206,0.5643835616438356,0.8263857772729505
207,0.5671232876712329,0.8238458420807097
208,0.5698630136986301,0.8204028983713463
209,0.5726027397260274,0.8114943552699782
210,0.5753424657534246,0.8114943552699782
211,0.5780821917808219,0.8114943552699782
212,0.5808219178082191,0.8114943552699782
213,0.5835616438356165,0.8114943552699782
214,0.5863013698630137,0.8114943552699782
215,0.589041095890411,0.8114943552699782
216,0.5917808219178082,0.8087529987019451
217,0.5945205479452055,0.8087529987019451
218,0.5972602739726027,0.8087529987019451
219,0.6,0.8087529987019451
220,0.6027397260273972,0.8087529987019451
221,0.6054794520547945,0.8087529987019451
222,0.6082191780821918,0.8087529987019451
223,0.6109589041095891,0.8087529987019451
224,0.6136986301369863,0.8087529987019451
225,0.6164383561643836,0.8087529987019451
226,0.6191780821917808,0.8087529987019451
227,0.6219178082191781,0.8087529987019451
228,0.6246575342465753,0.8087529987019451
229,0.6273972602739726,0.8087529987019451
230,0.6301369863013698,0.8087529987019451
231,0.6328767123287671,0.8087529987019451
232,0.6356164383561644,0.8087529987019451
233,0.6383561643835617,0.8087529987019451
234,0.6410958904109589,0.8087529987019451
235,0.6438356164383562,0.8087529987019451
236,0.6465753424657534,0.7919499859409428
237,0.6493150684931507,0.7788055099967419
238,0.6520547945205479,0.7788055099967419
239,0.6547945205479452,0.7788055099967419
240,0.6575342465753424,0.7788055099967419
241,0.6602739726027397,0.7788055099967419
242,0.663013698630137,0.7722459699101147
243,0.6657534246575343,0.7722459699101147
244,0.6684931506849315,0.7722459699101147
245,0.6712328767123288,0.7722459699101147
246,0.673972602739726,0.7722459699101147
247,0.6767123287671233,0.7722459699101147
248,0.6794520547945205,0.7722459699101147
249,0.6821917808219178,0.7722459699101147
250,0.684931506849315,0.7722459699101147
251,0.6876712328767123,0.7722459699101147
252,0.6904109589041096,0.7722459699101147
253,0.6931506849315069,0.7722459699101147
254,0.6958904109589041,0.7722459699101147
255,0.6986301369863014,0.7722459699101147
256,0.7013698630136986,0.7722459699101147
257,0.7041095890410959,0.7722459699101147
258,0.7068493150684931,0.7722459699101147
259,0.7095890410958904,0.7722459699101147
260,0.7123287671232876,0.7722459699101147
261,0.7150684931506849,0.7722459699101147
262,0.7178082191780822,0.7722459699101147
263,0.7205479452054795,0.7722459699101147
264,0.7232876712328767,0.7722459699101147
265,0.726027397260274,0.7722459699101147
266,0.7287671232876712,0.7722459699101147
267,0.7315068493150685,0.7722459699101147
268,0.7342465753424657,0.7721501345113906
269,0.736986301369863,0.7689273414261257
270,0.7397260273972602,0.7657180514658745
271,0.7424657534246575,0.7590480377145001
272,0.7452054794520548,0.752531064265097
273,0.7479452054794521,0.752531064265097
274,0.7506849315068493,0.752531064265097
275,0.7534246575342466,0.752531064265097
276,0.7561643835616438,0.752531064265097
277,0.7589041095890411,0.752531064265097
278,0.7616438356164383,0.752531064265097
279,0.7643835616438356,0.752531064265097
280,0.7671232876712328,0.752531064265097
281,0.7698630136986301,0.752531064265097
282,0.7726027397260274,0.752531064265097
283,0.7753424657534247,0.752531064265097
284,0.7780821917808219,0.752531064265097
285,0.7808219178082192,0.752531064265097
