Date,Balance,trend,residual,quantile_10,fitted_growth
2017-06-26,11022.792790944755,11354.570460527826,-331.77766958307075,10492.599954325162,11875.136130707748
2017-06-27,10919.65961738265,11358.595078778062,-438.93546139541286,10495.939237674473,11878.040366907475
2017-06-28,10936.26668080931,11362.619697028298,-426.35301621898725,10499.278521023783,11880.945313380143
2017-06-29,10915.172588216396,11366.644315278532,-451.4717270621368,10502.617804373094,11883.850970299465
2017-06-30,10986.4639430428,11370.668933528768,-384.20499048596866,10505.957087722405,11886.757337839192
2017-07-01,10774.037754308178,11374.693551779004,-600.6557974708267,10509.296371071716,11889.66441617311
2017-07-02,10650.849560596738,11378.718170029239,-727.8686094325003,10512.635654421027,11892.572205475055
2017-07-03,10682.792830213348,11382.742788279475,-699.9499580661268,10515.974937770337,11895.48070591891
2017-07-04,10641.160243228933,11386.767406529709,-745.6071633007759,10519.314221119646,11898.389917678593
2017-07-05,10655.408230530646,11390.792024779945,-735.3837942492992,10522.653504468957,11901.29984092806
2017-07-06,10585.36655942476,11394.816643030179,-809.4500836054194,10525.992787818268,11904.210475841328
2017-07-07,10566.021648066577,11398.841261280415,-832.8196132138382,10529.332071167579,11907.121822592437
2017-07-08,10469.524647919716,11402.865879530651,-933.3412316109352,10532.67135451689,11910.033881355474
2017-07-09,10376.48883969449,11406.890497780885,-1030.4016580863954,10536.0106378662,11912.94665230458
2017-07-10,10362.838552854626,11410.915116031121,-1048.0765631764953,10539.349921215511,11915.860135613926
2017-07-11,10355.749282566358,11414.939734281357,-1059.1904517149997,10542.68920456482,11918.77433145773
2017-07-12,10304.699220356237,11418.964352531591,-1114.2651321753547,10546.02848791413,11921.689240010253
2017-07-13,10551.760348566337,11422.988970781827,-871.2286222154908,10549.367771263442,11924.6048614458
2017-07-14,10531.657604178738,11427.013589032062,-895.3559848533241,10552.707054612752,11927.521195938716
2017-07-15,10448.070106865,11431.038207282298,-982.968100417298,10556.046337962063,11930.438243663388
2017-07-16,10375.577481699516,11435.062825532532,-1059.4853438330156,10559.385621311374,11933.356004794246
2017-07-17,10390.29035126096,11439.087443782768,-1048.7970925218087,10562.724904660685,11936.274479505766
2017-07-18,10370.063516041124,11443.112062033004,-1073.04854599188,10566.064188009994,11939.193667972466
2017-07-19,10493.005326505949,11447.136680283238,-954.1313537772894,10569.403471359305,11942.113570368903
2017-07-20,11078.82406823643,11451.161298533474,-372.3372302970438,10572.742754708615,11945.034186869678
2017-07-21,11074.357340359944,11455.18591678371,-380.8285764237662,10576.082038057926,11947.955517649438
2017-07-22,11014.988784298068,11459.210535033944,-444.2217507358764,10579.421321407237,11950.877562882868
2017-07-23,10938.31818052675,11463.23515328418,-524.9169727574299,10582.760604756548,11953.800322744699
2017-07-24,11010.808115106423,11467.259771534415,-456.4516564279911,10586.099888105859,11956.723797409704
2017-07-25,11509.128922962958,11471.28438978465,37.844533178307756,10589.43917145517,11959.6479870527
2017-07-26,11544.61182533416,11475.309008034885,69.30281729927447,10592.778454804478,11962.572891848542
2017-07-27,11593.060518945533,11479.33362628512,113.72689266041198,10596.11773815379,11965.49851197213
2017-07-28,11720.328538296617,11483.358244535357,236.9702937612601,10599.4570215031,11968.424847598413
2017-07-29,11606.844559440264,11487.382862785591,119.46169665467278,10602.79630485241,11971.351898902372
2017-07-30,11514.859908791532,11491.407481035827,23.452427755704775,10606.135588201721,11974.279666059041
2017-07-31,11599.0728074146,11495.432099286063,103.64070812853788,10609.474871551032,11977.20814924349
2017-08-01,11502.656548351528,11499.456717536297,3.199830815230598,10612.814154900343,11980.137348630831
2017-08-02,11478.393985151506,11503.481335786533,-25.087350635027178,10616.153438249654,11983.067264396228
2017-08-03,11455.887254595453,11507.505954036767,-51.618699441314675,10619.492721598963,11985.997896714876
2017-08-04,11760.05587120238,11511.530572287003,248.52529891537597,10622.832004948274,11988.929245762023
2017-08-05,11660.294933508616,11515.55519053724,144.73974297137647,10626.171288297584,11991.861311712953
2017-08-06,11564.924352347964,11519.579808787474,45.34454356048991,10629.510571646895,11994.794094742994
2017-08-07,11621.188938923324,11523.60442703771,97.58451188561412,10632.849854996206,11997.72759502752
2017-08-08,11586.818745934155,11527.629045287944,59.18970064621135,10636.189138345517,12000.661812741944
2017-08-09,11537.518952392162,11531.65366353818,5.865288853981838,10639.528421694828,12003.596748061726
2017-08-10,11736.75291071588,11535.678281788416,201.0746289274648,10642.867705044137,12006.532401162365
2017-08-11,11731.133996247016,11539.70290003865,191.4310962083655,10646.206988393447,12009.468772219408
2017-08-12,11631.471411700511,11543.727518288886,87.74389341162532,10649.546271742758,12012.405861408437
2017-08-13,11550.950209658038,11547.75213653912,3.1980731189178186,10652.885555092069,12015.343668905083
2017-08-14,11548.068053906276,11551.776754789356,-3.7087008830803825,10656.22483844138,12018.282194885021
2017-08-15,11549.33417552104,11555.801373039592,-6.467197518551984,10659.56412179069,12021.221439523966
2017-08-16,11600.54602463181,11559.825991289827,40.72003334198416,10662.903405140001,12024.161402997674
2017-08-17,11605.297230653783,11563.850609540063,41.44662111372054,10666.24268848931,12027.102085481945
2017-08-18,11722.186533405564,11567.875227790297,154.31130561526697,10669.581971838621,12030.04348715263
2017-08-19,11639.57391606614,11571.899846040533,67.67407002560685,10672.921255187932,12032.98560818561
2017-08-20,11553.199324716106,11575.924464290769,-22.725139574662535,10676.260538537243,12035.92844875682
2017-08-21,11542.274597460102,11579.949082541003,-37.67448508090092,10679.599821886553,12038.87200904223
2017-08-22,11568.217611022272,11583.973700791239,-15.756089768967286,10682.939105235864,12041.816289217857
2017-08-23,11569.126101041526,11587.998319041473,-18.87221799994768,10686.278388585175,12044.761289459762
2017-08-24,12009.572093668288,11592.02293729171,417.54915637657905,10689.617671934486,12047.707009944048
2017-08-25,12212.2665141097,11596.047555541945,616.2189585677552,10692.956955283795,12050.653450846861
2017-08-26,12121.824162347031,11600.07217379218,521.7519885548518,10696.296238633106,12053.600612344386
2017-08-27,12027.951566671709,11604.096792042415,423.8547746292934,10699.635521982416,12056.548494612858
2017-08-28,12120.603026113056,11608.12141029265,512.4816158204067,10702.974805331727,12059.497097828553
2017-08-29,12158.250408945913,11612.146028542886,546.1043804030269,10706.314088681038,12062.446422167786
2017-08-30,12315.99881556438,11616.170646793122,699.8281687712588,10709.653372030349,12065.396467806919
2017-08-31,12228.429102121703,11620.195265043356,608.2338370783473,10712.99265537966,12068.347234922358
2017-09-01,11964.422796861449,11624.219883293592,340.20291356785674,10716.33193872897,12071.29872369055
2017-09-02,11923.394950248645,11628.244501543826,295.1504487048187,10719.67122207828,12074.250934287984
2017-09-03,11833.523274058014,11632.269119794062,201.25415426395193,10723.01050542759,12077.203866891196
2017-09-04,11713.94987269572,11636.293738044298,77.65613465142269,10726.3497887769,12080.157521676758
2017-09-05,11843.76161189299,11640.318356294532,203.44325559845674,10729.689072126212,12083.111898821297
2017-09-06,11848.10114764154,11644.342974544768,203.75817309677223,10733.028355475522,12086.066998501472
2017-09-07,11989.676049525677,11648.367592795003,341.30845673067415,10736.367638824833,12089.022820893992
2017-09-08,11960.467268533996,11652.392211045239,308.075057488757,10739.706922174144,12091.979366175605
2017-09-09,11862.216578551548,11656.416829295475,205.79974925607348,10743.046205523453,12094.936634523103
2017-09-10,11772.68301696991,11660.441447545709,112.24156942420086,10746.385488872764,12097.894626113326
2017-09-11,11775.29063666325,11664.466065795945,110.82457086730574,10749.724772222075,12100.853341123151
2017-09-12,11729.98277455364,11668.490684046179,61.4920905074614,10753.064055571385,12103.812779729498
2017-09-13,11711.829390571798,11672.515302296415,39.314088275383256,10756.403338920696,12106.772942109339
2017-09-14,11906.298791195664,11676.539920546651,229.75887064901326,10759.742622270007,12109.733828439677
2017-09-15,11957.422149931344,11680.564538796885,276.85761113445915,10763.081905619318,12112.69543889757
2017-09-16,11875.87021712272,11684.589157047121,191.28106007559836,10766.421188968628,12115.65777366011
2017-09-17,11763.89287784434,11688.613775297355,75.27910254698509,10769.760472317937,12118.620832904438
2017-09-18,11760.35001259201,11692.638393547591,67.71161904441942,10773.099755667248,12121.584616807737
2017-09-19,11904.63576613296,11696.663011797827,207.97275433513278,10776.439039016559,12124.549125547232
2017-09-20,11918.552460678837,11700.687630048062,217.86483063077503,10779.77832236587,12127.514359300194
2017-09-21,11984.653907670883,11704.712248298298,279.9416593725855,10783.11760571518,12130.48031824393
2017-09-22,11922.81078230384,11708.736866548532,214.07391575530892,10786.456889064491,12133.447002555802
2017-09-23,11837.717944888209,11712.761484798768,124.95646008944095,10789.796172413802,12136.414412413207
2017-09-24,11759.858077658504,11716.786103049004,43.0719746095001,10793.135455763113,12139.382547993586
2017-09-25,12317.5274155146,11720.810721299238,596.7166942153617,10796.474739112422,12142.351409474426
2017-09-26,12369.153674646775,11724.835339549474,644.3183350973013,10799.814022461733,12145.320997033261
2017-09-27,12420.995472850247,11728.859957799708,692.1355150505387,10803.153305811044,12148.291310847655
2017-09-28,12530.142992497522,11732.884576049944,797.2584164475775,10806.492589160354,12151.262351095233
2017-09-29,12638.654937156016,11736.90919430018,901.7457428558355,10809.831872509665,12154.234117953649
2017-09-30,12555.35413761761,11740.933812550415,814.4203250671962,10813.171155858976,12157.206611600608
2017-10-01,12322.980655287272,11744.95843080065,578.0222244866218,10816.510439208287,12160.179832213857
2017-10-02,12325.057549243107,11748.983049050885,576.0745001922223,10819.849722557596,12163.153779971186
2017-10-03,12286.98128884056,11753.00766730112,533.9736215394387,10823.189005906906,12166.128455050426
2017-10-04,12271.713317330134,11757.032285551357,514.6810317787767,10826.528289256217,12169.10385762946
2017-10-05,12292.093404906182,11761.056903801591,531.0365011045906,10829.867572605528,12172.079987886205
2017-10-06,12297.83086321053,11765.081522051827,532.7493411587038,10833.206855954839,12175.056845998623
2017-10-07,12197.258288726402,11769.106140302061,428.15214842434034,10836.54613930415,12178.034432144725
2017-10-08,12094.599828909551,11773.130758552297,321.46907035725417,10839.88542265346,12181.012746502562
2017-10-09,12209.366374220906,11777.155376802533,432.21099741837315,10843.22470600277,12183.991789250225
2017-10-10,12192.418767166446,11781.179995052767,411.23877211367835,10846.56398935208,12186.971560565857
2017-10-11,12539.94954957626,11785.204613303003,754.7449362732568,10849.903272701391,12189.952060627636
2017-10-12,12506.614312254918,11789.22923155324,717.3850807016788,10853.242556050702,12192.933289613793
2017-10-13,12544.320005134256,11793.253849803474,751.0661553307818,10856.581839400013,12195.915247702591
2017-10-14,12438.438276485364,11797.27846805371,641.1598084316538,10859.921122749323,12198.897935072344
