Metric,Value
n_paths,1000.0
horizon_years,5.0
lambda_daily,0.018552211231427
sigma_decay,0.005175396673002043
Balance_Y1_5pct,16.929781153633673
Balance_Y1_Median,19.97572978172
Balance_Y1_95pct,23.522393940707772
VaR_dEVE_95,-0.03636494684229632
ES_dEVE_95,-0.03809520992725659
VaR_dNII_95,-0.4322069419710536
ES_dNII_95,-0.4527715730702772
Mean_dEVE,-0.031088587712016957
Std_dEVE,0.003144680994781851
Mean_dNII,-0.36949602823508093
Std_dNII,0.03737535935700206
