Date,Actual_Balance,Predicted_Pure_Decay,Predicted_Monthly_Reanchored,Error_Pure,Pct_Error_Pure
2023-05-07,18553.51179620061,1734.4479995799268,16762.08298281916,16819.063796620685,90.6516457982089
2023-05-08,18562.960161433308,1701.987671265003,16448.379304763617,16860.972490168304,90.83127013976424
2023-05-09,18495.0611999177,1670.1348405023657,16140.546615279509,16824.926359415334,90.96983339255023
2023-05-10,18430.73707587048,1638.8781379283887,15838.47503836213,16791.85893794209,91.10790777828409
2023-05-11,18376.63947393476,1608.2064069579644,15542.056754344694,16768.433066976795,91.24863711213888
2023-05-12,18363.350002031904,1578.108699802338,15251.185961413808,16785.241302229566,91.40620475224989
2023-05-13,18237.75206125437,1548.5742735614663,14965.758837845187,16689.177787692905,91.50896301057097
2023-05-14,18113.74207161814,1519.5925863895106,14685.673504946144,16594.14948522863,91.6108301620872
2023-05-15,18089.058433986003,1491.1532937320924,14410.82999069159,16597.90514025391,91.75660082489154
2023-05-16,18092.425029472608,1463.2462446339664,14141.130194040617,16629.17878483864,91.91238188219471
2023-05-17,18229.79810936814,1435.8614781157999,13876.477849920868,16793.93663125234,92.12354701077066
2023-05-18,18164.02422109806,1408.9892196187573,13616.77849486826,16755.035001479304,92.24296773408739
2023-05-19,18562.551082608014,1382.619877515627,13361.939433309732,17179.931205092387,92.55156324492997
2023-05-20,18437.428481249182,1356.744039687242,13111.86970447704,17080.68444156194,92.64135971528216
2023-05-21,18323.25345797084,1331.352470162973,12866.480049939742,16991.90098780787,92.73408255135053
2023-05-22,18369.803347241603,1306.4361058240931,12625.68288174582,17063.36724141751,92.88813232712005
2023-05-23,18376.85271382384,1281.9860531688444,12389.392251158546,17094.866660654996,93.02390853791586
2023-05-24,18408.148808410107,1257.99358513804,12157.523817978434,17150.155223272068,93.1661048689301
2023-05-25,18715.042713054227,1234.4501380000813,11929.994820439357,17480.592575054146,93.40396836423452
2023-05-26,18866.297166302928,1211.347308294267,11706.724045668023,17654.949858008662,93.57930547994414
2023-05-27,18776.330750720477,1188.676849831313,11487.631800696348,17587.653900889163,93.66928040620661
2023-05-28,18680.888013601525,1166.4306707500036,11272.639884016304,17514.45734285152,93.75602128817042
2023-05-29,18726.21173892856,1144.6008306289325,11061.671557667118,17581.610908299626,93.88770752682719
2023-05-30,18740.042337566298,1123.179537652292,10854.651519844889,17616.862799914004,94.00652614641768
2023-05-31,18919.932862602986,1102.1591458287105,10651.505878024791,17817.773716774274,94.174613864475
2023-06-01,18820.27124764551,1081.5321522621346,18820.27124764551,17738.739095383375,94.2533657563653
2023-06-02,18785.990854974,1061.2911944737907,18468.04841719891,17724.69966050021,94.35062434200648
2023-06-03,18659.15343538267,1041.4290477742643,18122.41746423671,17617.724387608403,94.41866936042531
2023-06-04,18541.67313059729,1021.9386226847614,17783.25502126252,17519.73450791253,94.48842283278974
2023-06-05,18426.00642962411,1002.8129624066311,17450.440029612153,17423.19346721748,94.55762177096403
2023-06-06,18485.438263956046,984.0452403382474,17123.853696243677,17501.3930236178,94.67664641602252
2023-06-07,18491.10570667641,965.6287576383604,16803.379451336128,17525.47694903805,94.77787443890004
2023-06-08,18454.161916523863,947.5569408350522,16488.90290668174,17506.60497568881,94.86534828771276
2023-06-09,18427.13589665342,929.8233394794394,16180.311814856897,17497.31255717398,94.954053930604
2023-06-10,18303.61401482868,912.4216238432882,15877.496029157184,17391.19239098539,95.01507394603006
2023-06-11,18196.17743766996,895.3455826597174,15580.34746428227,17300.831855010245,95.07948531648103
2023-06-12,18178.587546334227,878.5891209061855,15288.760057756577,17299.998425428043,95.16690106606575
2023-06-13,18153.73714502895,862.1462576289687,15002.629732071942,17291.59088739998,95.25086074155782
2023-06-14,18114.74632618617,846.0111238083545,14721.854357538814,17268.735202377815,95.32971034440938
2023-06-15,18121.90721117979,830.1779602637871,14446.33371583267,17291.729250916003,95.4189261064551
2023-06-16,18276.73357947528,814.6411155982204,14175.969464222677,17462.09246387706,95.54274229552124
2023-06-17,18161.14022477756,799.3950441809407,13910.665100469801,17361.74518059662,95.59832128221602
2023-06-18,18054.033746436093,784.4343041681407,13650.325928381877,17269.59944226795,95.65507456568817
2023-06-19,18064.879061073512,769.7535555605415,13394.859024013278,17295.12550551297,95.73894985425493
2023-06-20,18048.119132663185,755.3475582973623,13144.173202497215,17292.771574365823,95.81481287470922
2023-06-21,18039.397891048666,741.2111703859654,12898.178985498715,17298.1867206627,95.89115349158209
2023-06-22,18116.899995480817,727.3393460665021,12656.78856927676,17389.560649414314,95.98529910609467
2023-06-23,18648.71153716351,713.7271340109095,12419.91579334413,17934.984403152597,96.17278044872654
2023-06-24,18507.69423107641,700.3696755556116,12187.476109713778,17807.324555520798,96.21579183872826
2023-06-25,18457.02386567694,687.2622029672966,11959.386552720769,17769.761662709643,96.27641916720201
2023-06-26,18555.25790950417,674.4000377411502,11735.565709408997,17880.85787176302,96.36545047753977
2023-06-27,18683.43369013918,661.7785889309371,11515.933690472113,18021.655101208242,96.45793915665398
2023-06-28,18868.578779495405,649.3933515103355,11300.412101738322,18219.18542798507,96.55833457782187
2023-06-29,18749.867459912144,637.239904764939,11088.9240161888,18112.627555147206,96.60136315028691
2023-06-30,18954.04816677243,625.3139107143533,10881.393946499822,18328.734256058076,96.70089521134294
2023-07-01,18717.92057529338,613.611112563822,18717.92057529338,18104.309462729558,96.7217987163929
2023-07-02,18552.959116977505,602.1273331848315,18367.61324558742,17950.831783792673,96.75454826699944
2023-07-03,18558.90634876548,590.8584736241513,18023.86194462152,17968.04787514133,96.81630769334933
2023-07-04,18571.69945929851,579.8005116407769,17686.543975811288,17991.898947657734,96.87804278272185
2023-07-05,18546.11136251819,568.9495002702553,17355.538938848396,17977.161862247933,96.93224369707977
2023-07-06,18536.424912182163,558.3015664158779,17030.728686725586,17978.123345766286,96.98808389934479
2023-07-07,18552.47198409812,547.8529094662406,16711.997283565972,18004.61907463188,97.0470085607146
2023-07-08,18427.54460348236,537.5997999386748,16399.230963241553,17889.944803543687,97.0826292297397
2023-07-09,18304.93143596706,527.5385781480688,16092.318088766213,17777.39285781899,97.11805214898803
2023-07-10,18341.93067898931,517.6656529006001,15791.14911244865,17824.26502608871,97.1776926760846
2023-07-11,18256.33135318721,507.9775002119162,15495.616536791065,17748.353852975295,97.21752694785947
2023-07-12,18220.218141006742,498.4706620493039,15205.61487611965,17721.747478957437,97.26418938460765
2023-07-13,18168.22778587725,489.14174509739956,14921.040618933113,17679.08604077985,97.30770798967181
2023-07-14,18216.641407876632,479.9874195469987,14641.792190955923,17736.653988329632,97.36511572687894
2023-07-15,18098.749406221217,471.00441790653326,14367.76991888295,17627.744988314684,97.39758583681682
2023-07-16,18007.394291170967,462.18953383579236,14098.875994802678,17545.204757335174,97.4333347381503
2023-07-17,18025.12080740843,453.5396210014699,13835.014441286212,17571.581186406962,97.48384698306675
2023-07-18,18175.31942397649,445.0515919541308,13576.091077129648,17730.267832022357,97.55134101595469
2023-07-19,18060.246475292926,436.7224170261945,13322.013483737592,17623.524058266732,97.58185793519681
2023-07-20,18090.414637973143,428.5491232505433,13072.690972135806,17661.865514722598,97.63107075306617
2023-07-21,18121.147249293357,420.52879329936894,12828.034550601209,17700.618455993987,97.67934784970213
2023-07-22,18035.80738817517,412.6585644428785,12587.956892897691,17623.148823732292,97.71200392884309
2023-07-23,17934.60411223477,404.935627527488,12352.372307106405,17529.668484707283,97.74215463584588
2023-07-24,18002.55875862803,397.3572259731403,12121.196705039376,17605.20153265489,97.79277362012387
2023-07-25,18536.476794040973,389.92065478938656,11894.347572225572,18146.556139251585,97.89646835738095
2023-07-26,18578.11793272701,382.62325960988346,11671.743938458652,18195.49467311713,97.9404627476508
2023-07-27,18649.408099670312,375.4624357449586,11453.30634889595,18273.945663925355,97.98673269554547
2023-07-28,18790.4191147679,368.4356272519084,11238.956835698322,18421.983487515994,98.03923677805385
2023-07-29,18649.36856790129,361.5403260226941,11028.618890200745,18287.828241878593,98.06138033732162
2023-07-30,18522.145927477755,354.77407088871286,10822.217435603787,18167.37185658904,98.08459520685233
2023-07-31,18659.61849604157,348.1344467423224,10619.678800176105,18311.484049299248,98.13428957930638
2023-08-01,18562.251265637708,341.61908367480635,18562.251265637708,18220.6321819629,98.15960317104849
2023-08-02,18503.223871931088,335.2256561304734,18214.857299088904,18167.998215800613,98.18828514181789
2023-08-03,18469.00265957336,328.95188207658634,17873.964837463587,18140.050777496774,98.21889742429552
2023-08-04,18466.253196995884,322.79552218882714,17539.45220459481,18143.457674807058,98.25197066916998
2023-08-05,18340.72548499081,316.75437905200545,17211.20000149449,18023.971105938803,98.27294520431472
2023-08-06,18220.03296665932,310.82629637572563,16889.09106373583,17909.206670283595,98.294040977069
2023-08-07,18331.71606301788,305.0091582247339,16573.010419633334,18026.706904793147,98.33616690779947
2023-08-08,18292.59397154492,299.30088826366773,16262.845249205488,17993.293083281253,98.36381385423387
2023-08-09,18261.26505733176,293.69944901594175,15958.48484390544,17967.565608315817,98.39168070725734
2023-08-10,18229.03664803828,288.20284113650195,15659.82056710535,17940.833806901777,98.41899028072052
2023-08-11,18184.89773616444,282.8091026981917,15366.745815320259,17902.088633466246,98.44481334566008
2023-08-12,18075.52601959526,277.51630849147256,15079.155980157671,17798.00971110379,98.46468474449583
2023-08-13,17976.893181936135,272.32256933725137,14796.94841097923,17704.570612598884,98.48515220855353
2023-08-14,17983.124024451936,267.22603141256775,14520.022378261212,17715.89799303937,98.51401774769937
2023-08-15,17979.518738314113,262.22487558890117,14248.27903764071,17717.29386272521,98.5415356250326
2023-08-16,17971.322108659395,257.3173167828619,13981.621394634707,17714.004791876534,98.56817814945916
2023-08-17,17948.080540873692,252.5016033190337,13719.954270019429,17695.57893755466,98.5931553920543
2023-08-18,18116.476287627807,247.7760163047413,13463.184265857628,17868.700271323065,98.63231672445069
2023-08-19,18011.48246036999,243.13886901651836,13211.219732161662,17768.34359135347,98.65008963281346
2023-08-20,17906.483876889724,238.58850629805872,12963.970734180504,17667.895370591665,98.66758595412477
2023-08-21,17915.846062565564,234.12330396943435,12721.349020298923,17681.72275859613,98.69320542746442
2023-08-22,17933.238989120942,229.74166824736997,12483.267990537497,17703.497320873572,98.71890589097295
2023-08-23,17928.775720763286,225.44203517636754,12249.642665642106,17703.333685586917,98.74256871362786
2023-08-24,18005.987490273896,221.22287007047692,12020.389656751933,17784.76462020342,98.77139273705498
2023-08-25,18619.05420910068,217.0826669655141,11795.427135635142,18401.971542135165,98.83408327551135
2023-08-26,18489.577964686643,213.01994808153117,11574.674805481567,18276.55801660511,98.84789177725754
2023-08-27,18369.982350521757,209.03326329534605,11358.053872242057,18160.94908722641,98.86209328181847
2023-08-28,18480.440631052406,205.12118962294417,11145.487016504174,18275.319441429463,98.89006331765553
2023-08-29,18498.82273272733,201.28233071156657,10936.89836589426,18297.540402015766,98.9119181603083
2023-08-30,18640.021923137057,197.51531634130416,10732.213467995989,18442.506606795752,98.94036972083097
2023-08-31,18533.63750199644,193.8188019360193,10531.35926377576,18339.81870006042,98.95423226058489
2023-09-01,18471.382073914632,190.19146808342063,18471.382073914632,18281.190605831212,98.97034522201774
2023-09-02,18327.79001394895,186.63202006411976,18125.68873130945,18141.15799388483,98.98169926694884
2023-09-03,18197.916079996765,183.13918738950167,17786.46506631925,18014.776892607264,98.99362549764251
2023-09-04,18228.032231693986,179.71172334824396,17453.58999842764,18048.320508345743,99.0140914769957
2023-09-05,18213.532278825274,176.34840456132298,17126.944713149416,18037.183874263952,99.03177263003322
2023-09-06,18203.981738428894,173.04803054534793,16806.412619621664,18030.933707883545,99.04939461579418
2023-09-07,18256.626319600207,169.80942328406746,16491.87930898847,18086.81689631614,99.06987512198921
2023-09-08,18182.64022739931,166.63142680789542,16183.232513564502,18016.008800591415,99.08356858671821
2023-09-09,18051.235444165533,163.51290678130576,15880.362066762826,17887.722537384227,99.09417331967626
2023-09-10,17938.361056950514,160.45275009794935,15583.159863772695,17777.908306852565,99.10553283218826
2023-09-11,17957.063177445063,157.44986448334848,15291.51982297325,17799.613312961716,99.12318699930225
2023-09-12,17884.968933917407,154.50317810502665,15005.33784806937,17730.46575581238,99.13612833952412
2023-09-13,17849.827323975525,151.61163918993498,14724.511790936122,17698.21568478559,99.15062685796242
2023-09-14,17811.407165209883,148.7742156490384,14448.941415158635,17662.632949560844,99.16472508730455
2023-09-15,17843.176864913832,145.98989470892798,14178.528360254284,17697.186970204904,99.18181669209368
2023-09-16,17739.22221559554,143.2576825503273,13913.176106564479,17595.96453304521,99.19242410513138
2023-09-17,17639.537997375814,140.5766039533645,13652.789940803492,17498.96139342245,99.20305960408784
2023-09-18,17682.42124176613,137.94570194948292,13397.276922252058,17544.475539816645,99.2198709664056
2023-09-19,17673.589434468908,135.36403747986648,13146.545849583646,17538.22539698904,99.23408859314189
2023-09-20,17843.817195353287,132.83068906025733,12900.507228311615,17710.98650629303,99.25559263690032
2023-09-21,17822.941549055202,130.34475245204666,12659.073238845538,17692.596796603157,99.26866868696568
2023-09-22,17920.789796245423,127.90534033952119,12422.157705145415,17792.8844559059,99.28627397679583
2023-09-23,17802.408915120533,125.51158201314966,12189.676063962494,17676.897333107383,99.29497416551
2023-09-24,17701.18280278195,123.16262305879702,11961.545334655752,17578.020179723153,99.30421246743218
2023-09-25,18249.99645261,120.85762505275476,11737.684089573278,18129.138827557246,99.33776630934375
2023-09-26,18339.54012446666,118.59576526247884,11518.012424987957,18220.944359204183,99.35333293824385
2023-09-27,18485.272825839114,116.37623635292836,11302.451932577098,18368.896589486187,99.37043809172103
2023-09-28,18405.473635041155,114.19824609840003,11090.92567143583,18291.275388942755,99.37954193212944
2023-09-29,18610.576654026165,112.06101709975593,10883.358140614258,18498.515636926408,99.39786381054714
2023-09-30,18521.24305759593,109.96378650694292,10679.6752521686,18411.279271088988,99.40628290355575
2023-10-01,18278.78085465911,107.90580574670565,18278.78085465911,18170.875048912407,99.40966628680161
2023-10-02,18281.54966330424,105.886340255395,17936.69205875259,18175.663323048844,99.42080216280605
2023-10-03,18243.157246112147,103.90466921677736,17601.005481091106,18139.25257689537,99.43044579501765
2023-10-04,18243.67609919281,101.96008530475062,17271.601303665575,18141.716013888057,99.44112094102974
2023-10-05,18261.148470247088,100.05189443087524,16948.3619508702,18161.096575816213,99.45210513679416
2023-10-06,18301.83708768658,98.17941549663053,16631.17204753574,18203.65767218995,99.46355431410389
2023-10-07,18197.105271857115,96.34198015030722,16319.918377748154,18100.763291706808,99.47056425342933
2023-10-08,18075.73529908241,94.5389325484499,16014.489844437981,17981.19636653396,99.47698430528993
2023-10-09,18074.7332829637,92.7696291217641,15714.777429726002,17981.963653841936,99.48674413243373
2023-10-10,18041.41607381222,91.03343834540443,15420.67415601102,17950.382635466816,99.49541966122304
2023-10-11,18008.7461669155,89.32974051356176,15132.07504778592,17919.416426401942,99.50396468646068
2023-10-12,17960.19860615357,87.65792751826906,14848.87709416831,17872.5406786353,99.51193230408802
2023-10-13,17954.76789418713,86.0174026323469,14570.979212132419,17868.750491554783,99.52092166749648
2023-10-14,17841.458358301006,84.4075802964111,14298.282210429112,17757.050778004595,99.5269020132699
2023-10-15,17745.27214984878,82.82788590986658,14030.688754181147,17662.444263938913,99.53323969781678
2023-10-16,17769.584080755903,81.27775562581283,13768.103330141032,17688.306325130092,99.54260181185764
2023-10-17,17744.970818711907,79.75663614978761,13510.432212599075,17665.21418256212,99.55053949107831
2023-10-18,17944.996746877317,78.26398454227731,13257.583429929491,17866.73276233504,99.56386737960318
2023-10-19,17929.68372486002,76.79926802492324,13009.466731762563,17852.884456835098,99.57166412300715
2023-10-20,17925.22868387966,75.3619637903549,12765.993556771233,17849.866720089307,99.57957599805614
2023-10-21,17806.33420422686,73.95155881558209,12527.077001060507,17732.38264541128,99.58468959434657
2023-10-22,17728.622771626247,72.56754967887947,12292.63178714851,17656.05522194737,99.59067576419405
